,name,github_id,resource,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,license,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,licenses,apt_id
21,GitPython,gitpython-developers/GitPython,,third-party-apis,https://github.com/gitpython-developers/GitPython,https://github.com/gitpython-developers/GitPython,2010-11-30 17:34:03.000000,2021-02-24 17:05:35.000000,2021-02-17 12:50:53.000000,684.0,124.0,619.0,3004.0,2229.0,GitPython is a python library used to interact with Git repositories.,223.0,35,True,,BSD-3-Clause,2021-02-09 14:49:16.000000,3.1.13,67.0,,5086731.0,conda-forge/gitpython,gitpython,42125.0,31231.0,https://pypi.org/project/gitpython,2021-02-09 14:49:16.000000,10894.0,5064948.0,https://anaconda.org/conda-forge/gitpython,2021-02-09 17:06:26.601000,1372329.0,1.0,,,,,,,,,,,,,,,,,,
22,pyzmq,zeromq/pyzmq,,others,https://github.com/zeromq/pyzmq,https://github.com/zeromq/pyzmq,2010-07-21 07:20:37.000000,2021-02-18 11:16:33.000000,2021-02-18 11:16:33.000000,557.0,127.0,725.0,2701.0,2805.0,PyZMQ: Python bindings for zeromq.,166.0,35,False,,Revised BSD,2021-02-12 12:05:53.000000,22.0.3,63.0,20204.0,6546340.0,conda-forge/pyzmq,pyzmq,134382.0,109464.0,https://pypi.org/project/pyzmq,2021-02-12 12:05:53.000000,24918.0,6475081.0,https://anaconda.org/conda-forge/pyzmq,2021-02-16 12:52:57.494000,4119884.0,1.0,,,,,,,,,,,,,,,,,,
23,urllib3,urllib3/urllib3,,http-clients,https://github.com/urllib3/urllib3,https://github.com/urllib3/urllib3,2011-09-18 18:08:28.000000,2021-02-23 20:24:31.000000,2021-02-20 05:35:45.000000,818.0,144.0,748.0,2585.0,,"Python HTTP library with thread-safe connection pooling, file post support, user friendly, and more.",270.0,35,True,,MIT,2021-01-26 19:01:09.000000,1.26.3,62.0,,82868805.0,conda-forge/urllib3,urllib3,565546.0,490112.0,https://pypi.org/project/urllib3,2021-01-26 18:58:16.000000,75434.0,82704197.0,https://anaconda.org/conda-forge/urllib3,2021-01-26 21:13:14.699000,9218049.0,2.0,,,,,,,,,,,,,,,,,,
24,markdown,Python-Markdown/markdown,,markdown,https://github.com/Python-Markdown/markdown,https://github.com/Python-Markdown/markdown,2010-05-29 02:59:45.000000,2021-02-24 19:57:00.000000,2021-02-24 19:52:47.000000,572.0,18.0,654.0,2422.0,1476.0,A Python implementation of John Grubers Markdown with Extension support.,139.0,35,True,,BSD-3-Clause,2020-10-25 20:21:59.000000,3.3.3,39.0,,4557192.0,conda-forge/markdown,markdown,161909.0,120445.0,https://pypi.org/project/markdown,2020-10-25 20:21:59.000000,41464.0,4516588.0,https://anaconda.org/conda-forge/markdown,2020-10-25 23:30:40.374000,1664764.0,1.0,,,,,,,,,,,,,,,,,,
25,oauthlib,oauthlib/oauthlib,,auth,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,2011-11-19 23:08:51.000000,2021-02-12 11:36:13.000000,2021-02-12 11:36:13.000000,430.0,67.0,260.0,2164.0,1564.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",172.0,35,True,,BSD-3-Clause,2019-08-06 14:50:40.000000,3.1.0,46.0,,18101188.0,conda-forge/oauthlib,oauthlib,149526.0,125714.0,https://pypi.org/project/oauthlib,2019-08-06 14:50:40.000000,23812.0,18063208.0,https://anaconda.org/conda-forge/oauthlib,2019-02-20 03:58:38.233000,2088950.0,1.0,,,,,,,,,,,,,,,,,,
26,lxml,lxml/lxml,,html-processing,https://github.com/lxml/lxml,https://github.com/lxml/lxml,2011-02-11 05:43:11.000000,2021-02-22 12:45:36.000000,2020-11-27 06:54:35.000000,435.0,22.0,,1826.0,5639.0,The lxml XML toolkit for Python.,119.0,35,True,,BSD-3-Clause,2020-11-27 06:59:42.000000,4.6.2,143.0,,17283183.0,conda-forge/lxml,lxml,223628.0,156988.0,https://pypi.org/project/lxml,2020-11-27 06:59:42.000000,66640.0,17229684.0,https://anaconda.org/conda-forge/lxml,2021-01-09 02:50:26.768000,2835471.0,1.0,,,,,,,,,,,,,,,,,,
27,mitmproxy,mitmproxy/mitmproxy,,testing,https://github.com/mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,2010-02-16 04:10:13.000000,2021-02-24 06:36:44.000000,2021-02-21 14:36:04.000000,2764.0,226.0,2243.0,21601.0,9184.0,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,388.0,34,True,,MIT,2021-01-21 09:59:25.000000,6.0.2,45.0,210665.0,66390.0,,mitmproxy,2052.0,1206.0,https://pypi.org/project/mitmproxy,2020-12-15 16:49:54.000000,846.0,64050.0,,,,1.0,,,,,,,,,,,,,,,,,,
28,wagtail,wagtail/wagtail,,cms,https://github.com/wagtail/wagtail,https://github.com/wagtail/wagtail,2014-02-03 12:41:59.000000,2021-02-25 12:28:07.000000,2021-02-25 10:12:54.000000,2151.0,911.0,2365.0,10273.0,10868.0,A Django content management system focused on flexibility and user experience.,552.0,34,True,['django'],BSD-3-Clause,2021-02-18 10:00:06.000000,2.12.2,141.0,,45567.0,conda-forge/wagtail,wagtail,7318.0,4964.0,https://pypi.org/project/wagtail,2021-02-18 10:00:06.000000,2354.0,44744.0,https://anaconda.org/conda-forge/wagtail,2019-11-21 18:45:42.993000,33779.0,1.0,,,,,,,,,,,,,,,,,,
29,OpenAPI Generator,OpenAPITools/openapi-generator,,openapi-utils,https://github.com/OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,2018-05-12 09:57:56.000000,2021-02-25 14:38:23.000000,2021-02-25 12:29:34.000000,2791.0,2231.0,1746.0,7768.0,15356.0,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and..",1954.0,34,True,['openapi'],Apache-2.0,2021-02-22 12:40:37.670000,2.1.25,628.0,,540903.0,,openapi-generator-cli,638.0,242.0,https://pypi.org/project/openapi-generator-cli,2020-05-15 12:33:56.000000,,1118.0,,,,1.0,,org.openapitools.openapi-generator,@openapitools/openapi-generator-cli,https://www.npmjs.com/package/@openapitools/openapi-generator-cli,2021-02-22 12:40:37.670000,396.0,539785.0,https://search.maven.org/artifact/org.openapitools.openapi-generator,,,,,,,,,,
30,tweepy,tweepy/tweepy,,third-party-apis,https://github.com/tweepy/tweepy,https://github.com/tweepy/tweepy,2009-07-06 04:15:34.000000,2021-02-24 03:57:52.000000,2021-02-23 03:21:52.000000,3391.0,97.0,876.0,7538.0,2070.0,Twitter for Python!.,218.0,34,True,,MIT,2020-12-26 02:23:47.000000,3.10.0,28.0,,261671.0,conda-forge/tweepy,tweepy,31163.0,22861.0,https://pypi.org/project/tweepy,2020-12-26 02:23:47.000000,8302.0,259470.0,https://anaconda.org/conda-forge/tweepy,2020-12-26 13:20:39.788000,105690.0,1.0,,,,,,,,,,,,,,,,,,
31,django-allauth,pennersr/django-allauth,,auth,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,2010-10-10 20:10:52.000000,2021-02-23 23:05:40.000000,2021-02-23 23:05:19.000000,2207.0,318.0,1388.0,6245.0,2301.0,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",529.0,34,True,['django'],MIT,2020-11-25 17:58:40.000000,0.44.0,59.0,,159359.0,conda-forge/django-allauth,django-allauth,66558.0,56238.0,https://pypi.org/project/django-allauth,2020-11-25 17:58:40.000000,10320.0,158039.0,https://anaconda.org/conda-forge/django-allauth,2019-12-23 17:47:06.130000,55448.0,1.0,,,,,,,,,,,,,,,,,,
32,gevent,gevent/gevent,,servers,https://github.com/gevent/gevent,https://github.com/gevent/gevent,2012-09-13 22:03:03.000000,2021-02-23 20:29:09.000000,2021-01-22 22:31:27.000000,893.0,44.0,1141.0,5428.0,5681.0,Coroutine-based concurrency library for Python.,97.0,34,True,,MIT,2021-01-20 22:12:53.000000,21.1.2,74.0,58094.0,1801497.0,conda-forge/gevent,gevent,85820.0,57794.0,https://pypi.org/project/gevent,2021-01-20 22:12:53.000000,28026.0,1789179.0,https://anaconda.org/conda-forge/gevent,2021-02-14 02:17:57.783000,501649.0,1.0,,,,,,,,,,,,,,,,,,
33,PyGithub,PyGithub/PyGithub,,third-party-apis,https://github.com/PyGithub/PyGithub,https://github.com/PyGithub/PyGithub,2012-02-25 12:53:47.000000,2021-02-22 20:32:09.000000,2021-02-07 02:48:20.000000,1261.0,102.0,997.0,4105.0,1929.0,Typed interactions with the GitHub API v3.,256.0,34,True,,LGPL-3.0,2020-12-24 05:39:36.000000,1.54.1,83.0,,1143569.0,conda-forge/pygithub,pygithub,18147.0,14389.0,https://pypi.org/project/pygithub,2020-12-24 05:39:36.000000,3758.0,1130433.0,https://anaconda.org/conda-forge/pygithub,2021-01-20 02:14:25.170000,827619.0,1.0,,,,,,,,,,,,,,,,,,
34,pyjwt,jpadilla/pyjwt,,auth,https://github.com/jpadilla/pyjwt,https://github.com/jpadilla/pyjwt,2011-02-24 20:25:09.000000,2021-02-23 04:21:45.000000,2021-02-15 16:40:09.000000,478.0,82.0,228.0,3679.0,645.0,JSON Web Token implementation in Python.,88.0,34,True,,MIT,2021-01-17 17:59:22.000000,2.0.1,40.0,,13266239.0,conda-forge/pyjwt,pyjwt,119167.0,100281.0,https://pypi.org/project/pyjwt,2021-01-17 17:57:18.000000,18886.0,13217771.0,https://anaconda.org/conda-forge/pyjwt,2021-01-17 19:07:51.856000,2665745.0,1.0,,,,,,,,,,,,,,,,,,
35,django-filter,carltongibson/django-filter,,django-utils,https://github.com/carltongibson/django-filter,https://github.com/carltongibson/django-filter,2009-01-30 00:35:57.000000,2021-02-11 04:21:19.000000,2021-02-11 04:21:19.000000,629.0,79.0,623.0,3296.0,1199.0,A generic system for filtering Django QuerySets based on user selections.,163.0,34,True,['django'],BSD-3-Clause,2020-09-27 09:11:02.000000,2.4.0,35.0,,797655.0,,django-filter,68621.0,51921.0,https://pypi.org/project/django-filter,2020-09-27 09:08:52.000000,16700.0,797655.0,,,,1.0,,,,,,,,,,,,,,,,,,
36,itsdangerous,pallets/itsdangerous,,others,https://github.com/pallets/itsdangerous,https://github.com/pallets/itsdangerous,2011-06-24 00:09:55.000000,2021-02-24 18:38:21.000000,2021-02-24 18:38:21.000000,176.0,,92.0,2136.0,344.0,Safely pass trusted data to untrusted environments and back.,35.0,34,True,,BSD-3-Clause,2018-10-27 00:17:35.000000,1.1.0,21.0,,8428350.0,conda-forge/itsdangerous,itsdangerous,483273.0,379017.0,https://pypi.org/project/itsdangerous,2021-02-15 16:53:16.000000,104256.0,8398642.0,https://anaconda.org/conda-forge/itsdangerous,2018-10-27 01:43:40.092000,1604233.0,1.0,,,,,,,,,,,,,,,,,,
37,bleach,mozilla/bleach,,html-processing,https://github.com/mozilla/bleach,https://github.com/mozilla/bleach,2010-02-19 01:12:41.000000,2021-02-22 14:35:15.000000,2021-02-22 14:35:15.000000,214.0,45.0,270.0,2101.0,735.0,Bleach is an allowed-list-based HTML sanitizing library that escapes or strips markup and attributes.,71.0,34,True,,Apache-2.0,2021-02-01 17:15:27.000000,3.3.0,47.0,,6935869.0,conda-forge/bleach,bleach,131621.0,108227.0,https://pypi.org/project/bleach,2021-02-01 17:15:27.000000,23394.0,6861047.0,https://anaconda.org/conda-forge/bleach,2021-02-01 21:07:15.002000,3666298.0,2.0,,,,,,,,,,,,,,,,,,
38,dnspython,rthalley/dnspython,,others,https://github.com/rthalley/dnspython,https://github.com/rthalley/dnspython,2011-08-24 11:36:39.000000,2021-02-20 22:25:48.000000,2021-02-19 23:54:55.000000,373.0,8.0,327.0,1678.0,1756.0,a powerful DNS toolkit for python.,80.0,34,True,,ISC,2021-01-07 17:23:58.000000,2.1.0,12.0,,12928493.0,conda-forge/dnspython,dnspython,52381.0,44585.0,https://pypi.org/project/dnspython,2021-01-07 17:23:58.000000,7796.0,12925898.0,https://anaconda.org/conda-forge/dnspython,2020-09-02 00:20:21.520000,106420.0,1.0,,,,,,,,,,,,,,,,,,
39,coverage,nedbat/coveragepy,,testing,https://github.com/nedbat/coveragepy,https://github.com/nedbat/coveragepy,2016-08-09 00:05:44.974000,2021-02-25 15:15:25.000000,2021-02-25 11:22:31.000000,193.0,239.0,767.0,1506.0,4737.0,Code coverage measurement for Python.,106.0,34,True,,Apache-2.0,2021-01-26 15:52:45.000000,coverage-5.4,83.0,,7137892.0,conda-forge/coverage,coverage,238803.0,138461.0,https://pypi.org/project/coverage,2021-01-26 11:34:08.000000,100342.0,7077504.0,https://anaconda.org/conda-forge/coverage,2021-01-26 13:46:08.136000,3260964.0,1.0,,,,,,,,,,,,,,,,,,
40,certifi,certifi/python-certifi,,others,https://github.com/certifi/python-certifi,https://github.com/certifi/python-certifi,2011-12-28 05:15:19.000000,2021-01-24 03:03:17.000000,2020-12-05 20:30:05.000000,130.0,16.0,78.0,428.0,163.0,(Python Distribution) A carefully curated collection of Root Certificates for validating the trustworthiness of SSL..,25.0,34,True,,MPL-2.0,2020-12-05 20:31:18.000000,2020.12.5,43.0,,60888168.0,conda-forge/certifi,certifi,565395.0,485977.0,https://pypi.org/project/certifi,2020-12-05 20:31:18.000000,79418.0,60361573.0,https://anaconda.org/conda-forge/certifi,2021-01-07 00:39:17.201000,30542516.0,1.0,,,,,,,,,,,,,,,,,,
41,httpie,httpie/httpie,,http-clients,https://github.com/httpie/httpie,https://github.com/httpie/httpie,2012-02-25 12:39:13.000000,2021-02-24 13:56:57.000000,2021-02-24 13:56:57.000000,3233.0,141.0,557.0,49965.0,1329.0,"As easy as /aitch-tee-tee-pie/ Modern, user-friendly command-line HTTP client for the API era. JSON support, colors,..",122.0,33,True,,BSD-3-Clause,2021-02-06 10:23:44.000000,2.4.0,47.0,,80461.0,conda-forge/httpie,httpie,11344.0,8054.0,https://pypi.org/project/httpie,2021-02-06 10:16:47.000000,3290.0,79034.0,https://anaconda.org/conda-forge/httpie,2020-10-14 01:54:28.234000,49964.0,2.0,,,,,,,,,,,,,,,,,,
42,fastapi,tiangolo/fastapi,,web-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,2018-12-08 08:21:47.000000,2021-02-25 04:25:37.000000,2021-02-07 18:27:26.000000,1862.0,663.0,1372.0,27859.0,1503.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",211.0,33,True,"['fastapi', 'openapi']",MIT,2020-12-20 19:21:26.000000,0.63.0,113.0,,549041.0,conda-forge/fastapi,fastapi,276.0,,https://pypi.org/project/fastapi,2020-12-20 19:21:26.000000,276.0,539782.0,https://anaconda.org/conda-forge/fastapi,2021-01-08 10:36:10.346000,166676.0,2.0,,,,,,,,,,,,,,,,,,
43,certbot,certbot/certbot,,others,https://github.com/certbot/certbot,https://github.com/certbot/certbot,2014-11-12 02:52:20.000000,2021-02-25 11:50:12.000000,2021-02-24 22:51:57.000000,3054.0,573.0,4213.0,27729.0,10119.0,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server. It can..,471.0,33,True,,Apache-2.0,2021-02-02 20:49:24.000000,1.12.0,76.0,3636.0,42205.0,,certbot,1161.0,805.0,https://pypi.org/project/certbot,2021-02-02 20:33:08.000000,356.0,41963.0,,,,1.0,,,,,,,,,,,,,,,,,,
44,Locust,locustio/locust,,testing,https://github.com/locustio/locust,https://github.com/locustio/locust,2011-02-17 11:08:03.000000,2021-02-24 15:06:09.000000,2021-02-24 15:06:09.000000,2052.0,53.0,1054.0,15428.0,2618.0,Scalable user load testing tool written in Python.,196.0,33,True,,MIT,2021-01-28 00:32:54.000000,1.4.3,40.0,,126142.0,,locust,1080.0,1010.0,https://pypi.org/project/locust,2021-01-28 00:31:37.000000,70.0,126142.0,,,,1.0,,,,,,,,,,,,,,,,,,
45,scapy,secdev/scapy,,others,https://github.com/secdev/scapy,https://github.com/secdev/scapy,2015-10-01 17:06:46.000000,2021-02-24 20:45:20.000000,2021-02-24 20:45:20.000000,1382.0,53.0,1078.0,6034.0,5678.0,Scapy: the Python-based interactive packet manipulation program & library. Supports Python 2 & Python 3.,337.0,33,True,,GPL-2.0,2020-09-02 18:21:06.000000,2.4.4,19.0,,771744.0,conda-forge/scapy,scapy,5977.0,4349.0,https://pypi.org/project/scapy,2020-09-02 18:20:08.000000,1628.0,771300.0,https://anaconda.org/conda-forge/scapy,2020-09-02 21:16:59.007000,8444.0,1.0,,,,,,,,,,,,,,,,,,
46,flask-admin,flask-admin/flask-admin,,admin-ui,https://github.com/flask-admin/flask-admin,https://github.com/flask-admin/flask-admin,2012-03-18 23:21:57.000000,2021-02-24 17:30:51.000000,2021-01-30 02:16:47.000000,1302.0,363.0,902.0,4620.0,2807.0,Simple and extensible administrative interface framework for Flask.,311.0,33,True,['flask'],BSD-3-Clause,2020-10-26 02:17:18.000000,1.5.7,36.0,,420140.0,conda-forge/flask-admin,flask-admin,14728.0,10110.0,https://pypi.org/project/flask-admin,2020-10-26 02:13:36.000000,4618.0,418286.0,https://anaconda.org/conda-forge/flask-admin,2020-10-26 07:59:54.929000,96453.0,1.0,,,,,,,,,,,,,,,,,,
47,django-crispy-forms,django-crispy-forms/django-crispy-forms,,forms,https://github.com/django-crispy-forms/django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,2011-11-01 11:48:03.000000,2021-02-24 16:17:31.000000,2021-02-21 13:04:47.000000,681.0,80.0,540.0,4129.0,1608.0,The best way to have DRY Django forms. The app provides a tag and filter that lets you quickly render forms in a div..,214.0,33,True,['django'],MIT,2021-02-21 13:07:25.000000,1.11.1,33.0,,204496.0,conda-forge/django-crispy-forms,django-crispy-forms,72089.0,56445.0,https://pypi.org/project/django-crispy-forms,2021-01-30 13:06:26.000000,15644.0,203728.0,https://anaconda.org/conda-forge/django-crispy-forms,2021-02-21 16:56:33.212000,32292.0,1.0,,,,,,,,,,,,,,,,,,
48,pyramid,Pylons/pyramid,,web-frameworks,https://github.com/Pylons/pyramid,https://github.com/Pylons/pyramid,2010-10-24 22:00:35.000000,2021-02-24 21:18:40.000000,2021-02-20 20:43:40.000000,866.0,66.0,958.0,3509.0,11719.0,Pyramid - A Python web framework.,337.0,33,True,,BSD-3-Clause,2021-02-20 19:02:27.000000,1.10.6,146.0,,151533.0,pyramid,pyramid,14068.0,8906.0,https://pypi.org/project/pyramid,2021-02-20 20:52:16.000000,5162.0,151493.0,https://anaconda.org/anaconda/pyramid,2020-04-17 22:42:02.209000,2555.0,2.0,,,,,,,,,0.0,,,,,,,,,
49,mistune,lepture/mistune,,markdown,https://github.com/lepture/mistune,https://github.com/lepture/mistune,2014-02-18 10:13:04.000000,2021-02-24 10:03:44.000000,2021-02-24 10:02:23.000000,195.0,24.0,188.0,1916.0,418.0,A fast yet powerful Python Markdown parser with renderers and plugins.,30.0,33,True,,BSD-3-Clause,2019-10-30 02:34:25.000000,0.8.4,26.0,,5811922.0,conda-forge/mistune,mistune,113373.0,95615.0,https://pypi.org/project/mistune,2021-02-16 08:18:36.000000,17758.0,5751722.0,https://anaconda.org/conda-forge/mistune,2021-01-08 13:51:06.304000,3491622.0,1.0,,,,,,,,,,,,,,,,,,
50,requests-oauthlib,requests/requests-oauthlib,,auth,https://github.com/requests/requests-oauthlib,https://github.com/requests/requests-oauthlib,2012-11-23 10:19:44.000000,2021-02-08 13:41:10.000000,2020-05-14 21:03:15.000000,345.0,89.0,131.0,1363.0,504.0,OAuthlib support for Python-Requests!.,98.0,33,True,,ISC,2019-11-06 14:41:48.000000,1.3.0,18.0,,18188645.0,conda-forge/requests-oauthlib,requests-oauthlib,141221.0,119503.0,https://pypi.org/project/requests-oauthlib,2019-11-06 14:41:48.000000,21718.0,18151440.0,https://anaconda.org/conda-forge/requests-oauthlib,2020-07-23 08:18:32.844000,2046295.0,1.0,,,,,,,,,,,,,,,,,,
51,wtforms,wtforms/wtforms,,forms,https://github.com/wtforms/wtforms,https://github.com/wtforms/wtforms,2013-09-11 01:53:07.000000,2021-02-24 02:27:28.000000,2021-02-11 14:49:27.000000,334.0,50.0,324.0,1209.0,1478.0,A flexible forms validation and rendering library for Python.,123.0,33,True,,BSD-3-Clause,2020-07-30 17:11:53.000000,2.3.3,23.0,,890182.0,conda-forge/wtforms,wtforms,115033.0,85891.0,https://pypi.org/project/wtforms,2020-11-23 15:21:40.000000,29142.0,888783.0,https://anaconda.org/conda-forge/wtforms,2020-07-29 22:05:29.782000,62995.0,1.0,,,,,,,,,,,,,,,,,,
52,selenium,SeleniumHQ/selenium,,testing,https://github.com/SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,2013-01-14 21:40:56.000000,2021-02-25 13:52:31.000000,2021-02-25 13:52:16.000000,6172.0,255.0,6847.0,19931.0,,A browser automation framework and ecosystem.,659.0,32,True,,Apache-2.0,2018-12-19 20:46:40.000000,selenium-3.141.59,149.0,,2856595.0,conda-forge/selenium,selenium,115579.0,87269.0,https://pypi.org/project/selenium,2021-02-15 13:59:25.000000,28310.0,2847340.0,https://anaconda.org/conda-forge/selenium,2021-01-14 23:35:46.509000,518324.0,1.0,,,,,,,,,,,,,,,,,,
53,python-telegram-bot,python-telegram-bot/python-telegram-bot,,third-party-apis,https://github.com/python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,2015-07-07 15:30:39.000000,2021-02-23 18:50:52.000000,2021-02-19 18:55:49.000000,2896.0,26.0,1354.0,13874.0,2199.0,We have made you a wrapper you can't refuse.,152.0,32,True,,LGPL-3.0,2021-02-19 19:08:16.000000,13.3,101.0,2696.0,179758.0,conda-forge/python-telegram-bot,python-telegram-bot,4330.0,,https://pypi.org/project/python-telegram-bot,2021-02-19 19:03:47.000000,4330.0,178951.0,https://anaconda.org/conda-forge/python-telegram-bot,2021-02-08 17:54:24.539000,28387.0,2.0,,,,,,,,,,,,,,,,,,
54,Zappa,Miserlou/Zappa,,serverless,https://github.com/Miserlou/Zappa,https://github.com/Miserlou/Zappa,2016-01-20 21:57:04.000000,2021-02-20 16:10:35.000000,2021-02-20 16:10:31.000000,1240.0,698.0,660.0,11692.0,2916.0,Serverless Python.,257.0,32,True,,MIT,2020-10-07 16:06:39.000000,0.52.0,124.0,251.0,44750.0,,zappa,3375.0,2597.0,https://pypi.org/project/zappa,2020-10-07 16:06:39.000000,778.0,44742.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,
55,pelican,getpelican/pelican,,markdown,https://github.com/getpelican/pelican,https://github.com/getpelican/pelican,2010-10-16 18:57:40.000000,2021-02-19 08:31:20.000000,2021-02-19 08:31:04.000000,1682.0,53.0,1416.0,10243.0,3439.0,Static site generator that supports Markdown and reST syntax. Powered by Python.,413.0,32,True,,AGPL-3.0,2021-01-04 16:16:27.000000,4.5.4,53.0,284.0,11964.0,conda-forge/pelican,pelican,8139.0,4761.0,https://pypi.org/project/pelican,2021-01-04 16:16:27.000000,3378.0,10265.0,https://anaconda.org/conda-forge/pelican,2021-01-04 17:27:23.176000,98299.0,2.0,,,,,,,,,,,,,,,,,,
56,falcon,falconry/falcon,,web-frameworks,https://github.com/falconry/falcon,https://github.com/falconry/falcon,2012-12-06 18:17:51.000000,2021-02-24 22:21:57.000000,2021-02-24 08:49:16.000000,811.0,199.0,687.0,8246.0,1727.0,"The no-nonsense, minimalist REST and app backend framework for Python developers, with a focus on reliability,..",171.0,32,True,,Apache-2.0,2019-04-26 18:26:34.000000,2.0.0,60.0,357.0,238241.0,conda-forge/falcon,falcon,8260.0,5218.0,https://pypi.org/project/falcon,2020-12-23 19:19:53.000000,3042.0,234885.0,https://anaconda.org/conda-forge/falcon,2021-01-08 12:41:52.394000,168483.0,2.0,,,,,,,,,,,,,,,,,,
57,httpx,encode/httpx,,http-clients,https://github.com/encode/httpx,https://github.com/encode/httpx,2019-04-04 12:27:00.000000,2021-02-24 16:00:26.000000,2021-02-17 11:32:43.000000,402.0,59.0,514.0,6503.0,951.0,A next generation HTTP client for Python.,116.0,32,True,,BSD-3-Clause,2020-10-08 12:16:10.000000,0.16.1,43.0,,10896122.0,conda-forge/httpx,httpx,4887.0,4823.0,https://pypi.org/project/httpx,2020-10-08 12:16:10.000000,64.0,10893323.0,https://anaconda.org/conda-forge/httpx,2020-12-08 17:38:29.916000,41986.0,2.0,,,,,,,,,,,,,,,,,,
58,flask-restful,flask-restful/flask-restful,,web-frameworks,https://github.com/flask-restful/flask-restful,https://github.com/flask-restful/flask-restful,2012-10-12 00:08:51.000000,2021-02-15 01:10:48.000000,2020-10-15 18:09:57.000000,921.0,115.0,437.0,5932.0,831.0,Simple framework for creating REST APIs.,155.0,32,True,['flask'],BSD-3-Clause,2020-02-06 13:49:38.000000,0.3.8,30.0,,553795.0,conda-forge/flask-restful,flask-restful,66279.0,52629.0,https://pypi.org/project/flask-restful,2020-02-06 13:49:38.000000,13650.0,552358.0,https://anaconda.org/conda-forge/flask-restful,2020-03-24 22:41:47.333000,76175.0,2.0,,,,,,,,,,,,,,,,,,
59,channels,django/channels,,django-utils,https://github.com/django/channels,https://github.com/django/channels,2015-06-03 17:16:20.000000,2021-02-08 01:02:59.000000,2021-01-24 18:53:38.000000,663.0,117.0,959.0,4783.0,1183.0,Developer-friendly asynchrony for Django.,221.0,32,True,['django'],BSD-3-Clause,2020-12-28 08:45:10.000000,3.0.3,62.0,,123780.0,conda-forge/channels,channels,13133.0,10805.0,https://pypi.org/project/channels,2020-12-28 08:45:10.000000,2328.0,120497.0,https://anaconda.org/conda-forge/channels,2020-12-28 10:00:47.968000,32837.0,1.0,,,,,,,,,,,,,,,,,,
60,uvicorn,encode/uvicorn,,servers,https://github.com/encode/uvicorn,https://github.com/encode/uvicorn,2017-05-31 13:13:43.000000,2021-02-25 12:30:18.000000,2021-02-25 10:56:00.000000,289.0,84.0,396.0,3614.0,777.0,The lightning-fast ASGI server.,95.0,32,True,,BSD-3-Clause,2021-02-20 16:49:32.000000,0.13.4,128.0,,755675.0,conda-forge/uvicorn,uvicorn,18680.0,17966.0,https://pypi.org/project/uvicorn,2021-02-20 16:49:32.000000,714.0,744296.0,https://anaconda.org/conda-forge/uvicorn,2021-02-20 19:05:21.613000,318630.0,2.0,,,,,,,,,,,,,,,,,,
61,flask-sqlalchemy,pallets/flask-sqlalchemy,,flask-utils,https://github.com/pallets/flask-sqlalchemy,https://github.com/pallets/flask-sqlalchemy,2010-06-01 15:01:50.000000,2021-02-23 16:28:03.000000,2021-02-23 16:28:03.000000,792.0,48.0,485.0,3404.0,628.0,Adds SQLAlchemy support to Flask.,101.0,32,True,['flask'],BSD-3-Clause,2020-07-14 16:54:01.000000,2.4.4,23.0,336.0,1178140.0,conda-forge/flask-sqlalchemy,flask-sqlalchemy,220319.0,168359.0,https://pypi.org/project/flask-sqlalchemy,2020-07-14 16:42:15.000000,51960.0,1175148.0,https://anaconda.org/conda-forge/flask-sqlalchemy,2020-07-14 17:24:27.844000,167291.0,1.0,,,,,,,,,,,,,,,,,,
