,name,github_id,resource,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,license,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,licenses,apt_id
287,graphql-core,graphql-python/graphql-core,,graphql,https://github.com/graphql-python/graphql-core,https://github.com/graphql-python/graphql-core,2017-09-02 07:26:43.951000,2021-02-08 21:55:59.120000,2021-02-08 19:01:19.000000,65.0,10.0,74.0,339.0,,A Python 3.6+ port of the GraphQL.js reference implementation of GraphQL.,17.0,26,True,,MIT,2021-02-08 19:41:14.000000,3.1.3,67.0,,615568.0,conda-forge/graphql-core,graphql-core,8872.0,7742.0,https://pypi.org/project/graphql-core,2021-02-08 19:24:40.000000,1130.0,611900.0,https://anaconda.org/conda-forge/graphql-core,2021-02-08 21:55:59.120000,150393.0,2.0,,,,,,,,,,,,,,,,,,
288,Flask-Moment,miguelgrinberg/Flask-Moment,,flask-utils,https://github.com/miguelgrinberg/Flask-Moment,https://github.com/miguelgrinberg/Flask-Moment,2013-10-24 04:17:57.000000,2020-12-17 18:41:55.000000,2020-12-17 18:40:45.000000,45.0,5.0,34.0,319.0,58.0,Formatting of dates and times in Flask templates using moment.js.,16.0,26,True,['flask'],MIT,2020-12-17 18:41:55.000000,0.11.0,17.0,,13272.0,conda-forge/flask-moment,flask-moment,19200.0,14696.0,https://pypi.org/project/flask-moment,2020-12-17 18:41:55.000000,4504.0,12809.0,https://anaconda.org/conda-forge/flask-moment,2019-05-18 03:43:39.212000,24555.0,2.0,,,,,,,,,,,,,,,,,,
289,flask-bcrypt,maxcountryman/flask-bcrypt,,flask-utils,https://github.com/maxcountryman/flask-bcrypt,https://github.com/maxcountryman/flask-bcrypt,2011-06-12 21:20:23.000000,2021-01-19 19:37:11.000000,2020-03-28 03:32:36.000000,50.0,7.0,29.0,283.0,96.0,Flask-Bcrypt is a Flask extension that provides bcrypt hashing utilities for your application.,20.0,26,True,['flask'],BSD-3-Clause,2015-10-05 23:50:14.000000,0.7.1,13.0,,357682.0,conda-forge/flask-bcrypt,flask-bcrypt,29111.0,23273.0,https://pypi.org/project/flask-bcrypt,2015-10-05 23:50:14.000000,5838.0,357280.0,https://anaconda.org/conda-forge/flask-bcrypt,2018-10-22 23:50:17.511000,22140.0,2.0,,,,,,,,,,,,,,,,,,
290,uritemplate,python-hyper/uritemplate,,url-utils,https://github.com/python-hyper/uritemplate,https://github.com/python-hyper/uritemplate,2013-05-14 16:52:08.000000,2019-12-24 14:25:54.920000,2019-12-19 23:38:37.000000,25.0,10.0,19.0,186.0,133.0,URI template parsing per RFC6570.,13.0,26,False,,BSD-1-Clause,2019-12-19 22:13:06.000000,3.0.1,9.0,,10383805.0,conda-forge/uritemplate,uritemplate,65459.0,58279.0,https://pypi.org/project/uritemplate,2019-12-19 22:13:06.000000,7180.0,10373479.0,https://anaconda.org/conda-forge/uritemplate,2019-12-24 14:25:54.920000,567982.0,3.0,,,,,,,,,,,,,,,,,,
291,OpenAPI Spec validator,p1c2u/openapi-spec-validator,,openapi-utils,https://github.com/p1c2u/openapi-spec-validator,https://github.com/p1c2u/openapi-spec-validator,2017-09-06 08:08:25.000000,2021-02-25 00:08:40.000000,2021-02-24 22:04:07.000000,27.0,24.0,36.0,156.0,163.0,OpenAPI Spec validator.,18.0,26,True,,Apache-2.0,2021-02-24 21:56:48.000000,0.3.0,18.0,,470670.0,,openapi-spec-validator,220.0,,https://pypi.org/project/openapi-spec-validator,2021-02-24 21:56:48.000000,220.0,470670.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,
292,pyramid_debugtoolbar,Pylons/pyramid_debugtoolbar,,testing,https://github.com/Pylons/pyramid_debugtoolbar,https://github.com/Pylons/pyramid_debugtoolbar,2011-07-23 02:21:03.000000,2021-01-27 16:23:36.000000,2020-11-25 05:17:55.000000,75.0,44.0,134.0,93.0,1147.0,Pyramid debug toolbar.,65.0,26,True,['pyramid'],BSD-3-Clause,2017-07-01 01:35:59.000000,4.2.1,55.0,,73535.0,,pyramid_debugtoolbar,1286.0,,https://pypi.org/project/pyramid_debugtoolbar,2018-09-10 02:25:05.000000,1286.0,73535.0,,,,3.0,,,,,,,,,,,,,,,,,,
293,sherlock,sherlock-project/sherlock,,third-party-apis,https://github.com/sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,2018-12-24 14:30:48.000000,2021-02-10 03:23:38.000000,2021-01-15 08:16:35.000000,2105.0,83.0,407.0,20741.0,1505.0,Hunt down social media accounts by username across social networks.,137.0,25,True,,MIT,2019-05-11 11:26:59.000000,0.3.2,5.0,,1202.0,,sherlock,6.0,,https://pypi.org/project/sherlock,2019-05-11 11:26:59.000000,6.0,1202.0,,,,3.0,,,,,,,,,,,,,,,,,,
294,redoc,Redocly/redoc,,openapi-utils,https://github.com/Redocly/redoc,https://github.com/Redocly/redoc,2015-10-30 12:53:02.000000,2021-02-22 13:50:36.000000,2021-02-22 13:50:33.000000,1421.0,378.0,877.0,12996.0,2180.0,OpenAPI/Swagger-generated API Reference Documentation.,144.0,25,True,['openapi'],MIT,2020-08-24 09:14:57.000000,2.0.0-rc.39,52.0,60.0,1.0,,,1282.0,1282.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
295,cookiecutter-django,pydanny/cookiecutter-django,,django-utils,https://github.com/pydanny/cookiecutter-django,https://github.com/pydanny/cookiecutter-django,2013-08-14 17:43:31.000000,2021-02-25 02:23:49.000000,2021-02-25 02:23:46.000000,2024.0,137.0,827.0,7781.0,4936.0,Cookiecutter Django is a framework for jumpstarting production-ready Django projects quickly.,313.0,25,True,['django'],BSD-3-Clause,2021-02-23 19:45:46.000000,3.1.7,20.0,,43.0,,cookiecutter-django,12.0,11.0,https://pypi.org/project/cookiecutter-django,2018-01-15 20:46:23.000000,1.0,43.0,,,,3.0,,,,,,,,,,,,,,,,,,
296,grip,joeyespo/grip,,markdown,https://github.com/joeyespo/grip,https://github.com/joeyespo/grip,2012-11-17 07:27:16.000000,2021-02-21 20:22:51.000000,2019-06-17 04:53:31.000000,351.0,60.0,174.0,5078.0,564.0,Preview GitHub README.md files locally before committing them.,38.0,25,False,,MIT,2018-03-19 03:58:20.000000,4.5.2,24.0,,5983.0,,grip,831.0,559.0,https://pypi.org/project/grip,2018-03-19 03:58:20.000000,272.0,5983.0,,,,3.0,,,,,,,,,,,,,,,,,,
297,xadmin,sshwsfc/xadmin,,admin-ui,https://github.com/sshwsfc/xadmin,https://github.com/sshwsfc/xadmin,2012-11-19 06:21:50.000000,2021-02-23 18:19:48.000000,2019-04-03 03:05:04.000000,1382.0,381.0,193.0,4536.0,1296.0,"Drop-in replacement of Django admin comes with lots of goodies, fully extensible with plugin support, pretty UI based..",51.0,25,False,,BSD-3-Clause,2019-12-09 13:36:33.000000,2.0.3,3.0,,26.0,,xadmin2,727.0,727.0,https://pypi.org/project/xadmin2,2019-12-09 13:36:33.000000,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,
298,lektor,lektor/lektor,,cms,https://github.com/lektor/lektor,https://github.com/lektor/lektor,2015-12-19 09:18:36.000000,2021-02-24 19:07:09.000000,2021-02-24 06:54:49.000000,265.0,225.0,320.0,3401.0,1093.0,The lektor static file content management system.,88.0,25,True,,BSD-3-Clause,2020-08-20 23:40:20.000000,3.2.0,22.0,6815.0,2068.0,conda-forge/lektor,lektor,403.0,267.0,https://pypi.org/project/lektor,2020-08-20 23:34:31.000000,136.0,1161.0,https://anaconda.org/conda-forge/lektor,2020-08-27 20:53:04.977000,41524.0,3.0,,,,,,,,,,,,,,,,,,
299,Cactus,eudicots/Cactus,,others,https://github.com/eudicots/Cactus,https://github.com/eudicots/Cactus,2011-02-28 11:56:43.000000,2020-12-23 10:51:29.000000,2017-07-31 02:40:23.000000,308.0,100.0,84.0,3377.0,667.0,Static site generator for designers. Uses Python and Django templates.,52.0,25,False,['django'],BSD-3-Clause,2016-02-21 17:10:55.000000,3.3.3,11.0,,307.0,,cactus,1382.0,959.0,https://pypi.org/project/cactus,2016-02-21 17:10:55.000000,423.0,307.0,,,,3.0,,,,,,,,,,,,,,,,,,
300,AutoRest,Azure/autorest,,openapi-utils,https://github.com/Azure/autorest,https://github.com/Azure/autorest,2015-02-20 23:02:54.000000,2021-02-25 00:42:40.000000,2021-02-25 00:42:38.000000,613.0,183.0,1493.0,3279.0,5244.0,"OpenAPI (f.k.a Swagger) Specification code generator. Supports C#, PowerShell, Go, Java, Node.js, TypeScript, Python,..",143.0,25,True,['openapi'],MIT,,,100.0,76887.0,7688.0,,,258.0,258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
301,twitter-scraper,bisguzar/twitter-scraper,,third-party-apis,https://github.com/bisguzar/twitter-scraper,https://github.com/bisguzar/twitter-scraper,2018-02-22 14:58:34.000000,2021-02-10 01:56:12.000000,2021-01-09 18:48:30.000000,461.0,38.0,60.0,2710.0,206.0,Scrape the Twitter Frontend API without authentication.,31.0,25,True,,MIT,2020-07-17 18:56:19.000000,0.4.4,11.0,,2816.0,,twitter-scraper,583.0,563.0,https://pypi.org/project/twitter-scraper,2020-07-17 18:56:19.000000,20.0,2816.0,,,,3.0,,,,,,,,,,,,,,,,,,
302,gmusicapi,simon-weber/gmusicapi,,third-party-apis,https://github.com/simon-weber/gmusicapi,https://github.com/simon-weber/gmusicapi,2012-01-20 17:19:12.000000,2020-12-26 18:14:42.000000,2020-09-25 14:34:17.000000,304.0,61.0,449.0,2557.0,1426.0,An unofficial client library for Google Music.,51.0,25,True,,BSD-3-Clause,2020-03-27 18:06:36.000000,13.0.0,29.0,,510.0,,gmusicapi,699.0,427.0,https://pypi.org/project/gmusicapi,2020-03-27 18:06:36.000000,272.0,510.0,,,,3.0,,,,,,,,,,,,,,,,,,
303,bjoern,jonashaag/bjoern,,servers,https://github.com/jonashaag/bjoern,https://github.com/jonashaag/bjoern,2010-03-01 23:46:47.000000,2020-12-31 13:34:42.000000,2020-12-20 15:32:47.000000,177.0,20.0,112.0,2516.0,459.0,A screamingly fast Python 2/3 WSGI server written in C.,40.0,25,True,,BSD-2-Clause,2019-11-03 09:45:13.000000,3.1.0,27.0,,7153.0,conda-forge/bjoern,bjoern,503.0,263.0,https://pypi.org/project/bjoern,2019-11-03 09:45:13.000000,240.0,5741.0,https://anaconda.org/conda-forge/bjoern,2020-10-13 11:58:13.060000,39545.0,3.0,,,,,,,,,,,,,,,,,,
304,Radicale,Kozea/Radicale,,others,https://github.com/Kozea/Radicale,https://github.com/Kozea/Radicale,2011-08-11 08:27:37.000000,2021-01-24 19:56:19.000000,2020-10-25 19:32:32.000000,332.0,254.0,516.0,2037.0,1952.0,A simple CalDAV (calendar) and CardDAV (contact) server.,88.0,25,True,,GPL-3.0,2020-09-14 19:44:33.000000,3.0.6,48.0,,3684.0,,radicale,133.0,85.0,https://pypi.org/project/radicale,2020-09-14 19:44:33.000000,48.0,3684.0,,,,3.0,,,,,,,,,,,,,,,,,,
305,viewflow,viewflow/viewflow,,django-utils,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,2013-09-10 10:16:35.000000,2021-02-20 03:03:32.000000,2021-02-12 10:37:20.000000,328.0,23.0,224.0,2003.0,818.0,Reusable workflow library for Django.,27.0,25,True,['django'],AGPL-3.0,2021-01-15 06:46:28.000000,1.8.1,34.0,,1624.0,,django-viewflow,237.0,177.0,https://pypi.org/project/django-viewflow,2021-01-15 06:46:28.000000,60.0,1624.0,,,,3.0,,,,,,,,,,,,,,,,,,
306,django-blog-zinnia,Fantomas42/django-blog-zinnia,,django-utils,https://github.com/Fantomas42/django-blog-zinnia,https://github.com/Fantomas42/django-blog-zinnia,2009-07-13 14:58:26.000000,2020-06-06 06:12:32.000000,2020-03-09 20:52:03.000000,733.0,31.0,406.0,2001.0,3127.0,Simple yet powerful and really extendable application for managing a blog within your Django Web site.,71.0,25,True,['django'],BSD-3-Clause,2016-09-27 13:25:46.000000,0.18.1,29.0,,1392.0,,django-blog-zinnia,766.0,440.0,https://pypi.org/project/django-blog-zinnia,2018-03-10 21:22:04.000000,326.0,1392.0,,,,3.0,,,,,,,,,,,,,,,,,,
307,furl,gruns/furl,,url-utils,https://github.com/gruns/furl,https://github.com/gruns/furl,2011-11-17 01:08:16.000000,2021-02-20 18:24:04.000000,2021-02-20 18:23:58.000000,121.0,16.0,74.0,1962.0,513.0,URL parsing and manipulation made easy.,13.0,25,True,,Unlicense,2019-09-20 20:58:30.000000,2.1.0,48.0,,159743.0,conda-forge/furl,furl,846.0,,https://pypi.org/project/furl,2019-09-20 20:58:30.000000,846.0,157357.0,https://anaconda.org/conda-forge/furl,2019-11-22 12:23:16.821000,102638.0,3.0,,,,,,,,,,,,,,,,,,
308,django-push-notifications,jazzband/django-push-notifications,,django-utils,https://github.com/jazzband/django-push-notifications,https://github.com/jazzband/django-push-notifications,2013-03-15 00:57:33.000000,2021-02-15 17:19:20.000000,2020-10-31 17:15:43.000000,495.0,120.0,252.0,1720.0,368.0,Send push notifications to mobile devices through GCM or APNS in Django.,82.0,25,True,['django'],MIT,2020-03-11 14:13:42.000000,2.0.0,15.0,32.0,16491.0,,django-push-notifications,170.0,,https://pypi.org/project/django-push-notifications,2020-03-11 14:08:19.000000,170.0,16491.0,,,,3.0,,,,,,,,,,,,,,,,,,
309,flask-sockets,heroku-python/flask-sockets,,websocket,https://github.com/heroku-python/flask-sockets,https://github.com/heroku-python/flask-sockets,2013-10-01 00:41:09.000000,2021-01-06 05:00:55.000000,2017-05-30 17:23:01.000000,133.0,23.0,32.0,1707.0,57.0,Elegant WebSockets for your Flask apps.,13.0,25,False,['flask'],MIT,2016-06-05 02:14:01.000000,0.2.1,3.0,,23978.0,,flask-sockets,11606.0,10762.0,https://pypi.org/project/flask-sockets,2016-06-05 02:14:01.000000,844.0,23978.0,,,,3.0,,,,,,,,,,,,,,,,,,
310,masonite,MasoniteFramework/masonite,,web-frameworks,https://github.com/MasoniteFramework/masonite,https://github.com/MasoniteFramework/masonite,2017-12-06 00:30:22.000000,2021-02-21 15:33:40.000000,2021-02-21 15:23:21.000000,93.0,25.0,212.0,1549.0,2974.0,The Modern And Developer Centric Python Web Framework. Be sure to read the documentation and join the Slack channel..,70.0,25,True,,MIT,2021-02-21 15:33:40.000000,3.0.8,249.0,8.0,1573.0,,masonite,94.0,,https://pypi.org/project/masonite,2021-02-21 15:33:40.000000,94.0,1573.0,,,,3.0,,,,,,,,,,,,,,,,,,
311,Django Facebook,tschellenbach/Django-facebook,,third-party-apis,https://github.com/tschellenbach/Django-facebook,https://github.com/tschellenbach/Django-facebook,2010-05-05 10:00:50.000000,2020-12-28 07:06:49.000000,2018-04-16 21:33:15.000000,528.0,130.0,335.0,1416.0,1197.0,Facebook open graph api implementation using the Django web framework in python.,89.0,25,False,,BSD-3-Clause,2015-05-26 19:01:35.000000,6.0.3,152.0,,1094.0,,django-facebook,461.0,343.0,https://pypi.org/project/django-facebook,2015-05-26 19:01:35.000000,118.0,1094.0,,,,3.0,,,,,,,,,,,,,,,,,,
312,python-lambda,nficano/python-lambda,,serverless,https://github.com/nficano/python-lambda,https://github.com/nficano/python-lambda,2016-02-26 03:21:06.000000,2021-02-25 10:39:48.000000,2021-01-09 10:21:57.000000,208.0,44.0,52.0,1237.0,380.0,A toolkit for developing and deploying serverless Python code in AWS Lambda.,47.0,25,True,,ISC,2021-01-05 04:42:47.000000,11.8.0,49.0,,2236.0,,python-lambda,168.0,135.0,https://pypi.org/project/python-lambda,2021-01-05 04:42:47.000000,33.0,2236.0,,,,3.0,,,,,,,,,,,,,,,,,,
313,ariadne,mirumee/ariadne,,graphql,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,2018-07-09 09:46:17.000000,2021-02-22 04:56:58.000000,2021-01-12 09:08:50.000000,95.0,57.0,120.0,1225.0,1027.0,Ariadne is a Python library for implementing GraphQL servers using schema-first approach.,37.0,25,True,['graphql'],BSD-3-Clause,2020-08-04 15:29:43.000000,0.12.0,22.0,,23311.0,,ariadne,347.0,327.0,https://pypi.org/project/ariadne,2020-08-04 15:29:43.000000,20.0,23311.0,,,,2.0,,,,,,,,,,,,,,,,,,
314,gevent-socketio,abourget/gevent-socketio,,websocket,https://github.com/abourget/gevent-socketio,https://github.com/abourget/gevent-socketio,2012-01-11 15:18:14.000000,2020-01-14 03:57:16.000000,2016-09-03 23:19:38.000000,325.0,105.0,64.0,1225.0,565.0,Official repository for gevent-socketio.,59.0,25,False,,BSD-3-Clause,2014-02-03 05:11:24.000000,0.3.6,9.0,,1846.0,,gevent-socketio,1709.0,1211.0,https://pypi.org/project/gevent-socketio,2014-02-03 05:11:24.000000,498.0,1846.0,,,,3.0,,,,,,,,,,,,,,,,,,
315,Spectacle,sourcey/spectacle,,openapi-utils,https://github.com/sourcey/spectacle,https://github.com/sourcey/spectacle,2016-01-12 10:36:11.000000,2020-12-10 19:57:50.000000,2020-05-21 00:42:58.000000,278.0,36.0,95.0,1179.0,294.0,Beautiful static documentation generator for OpenAPI/Swagger 2.0.,37.0,25,True,['openapi'],MIT,2020-03-10 02:57:20.472000,1.1.0,61.0,,16268.0,,,185.0,133.0,,,,,,,,3.0,,,spectacle-docs,https://www.npmjs.com/package/spectacle-docs,2020-03-10 02:57:20.472000,52.0,16268.0,,,,,,,,,,,
316,django-polymorphic,django-polymorphic/django-polymorphic,,django-utils,https://github.com/django-polymorphic/django-polymorphic,https://github.com/django-polymorphic/django-polymorphic,2011-02-12 23:30:34.000000,2021-02-21 19:17:46.000000,2020-08-21 10:31:07.000000,221.0,122.0,167.0,1092.0,822.0,Improved Django model inheritance with automatic downcasting.,95.0,25,True,['django'],BSD-3-Clause,2020-08-21 10:15:53.000000,3.0.0,39.0,,94629.0,,django-polymorphic,182.0,,https://pypi.org/project/django-polymorphic,2020-08-21 10:15:53.000000,182.0,94629.0,,,,3.0,,,,,,,,,,,,,,,,,,
317,django-phonenumber-field,stefanfoulis/django-phonenumber-field,,django-utils,https://github.com/stefanfoulis/django-phonenumber-field,https://github.com/stefanfoulis/django-phonenumber-field,2011-08-31 17:52:05.000000,2021-02-19 21:53:48.000000,2021-02-15 08:04:37.000000,278.0,59.0,122.0,1038.0,,A django model and form field for normalised phone numbers using python-phonenumbers.,94.0,25,True,['django'],MIT,2020-08-17 14:47:46.000000,5.0.0,22.0,,162300.0,,django-phonenumber-field,1596.0,,https://pypi.org/project/django-phonenumber-field,2020-08-17 14:47:46.000000,1596.0,162300.0,,,,3.0,,,,,,,,,,,,,,,,,,
318,Flask-User,lingthio/Flask-User,,auth,https://github.com/lingthio/Flask-User,https://github.com/lingthio/Flask-User,2014-02-19 23:57:57.000000,2020-12-27 21:35:29.000000,2019-12-18 13:33:49.000000,263.0,118.0,122.0,917.0,666.0,"Customizable User Authorization & User Management: Register, Confirm, Login, Change username/password, Forgot password..",39.0,25,False,['flask'],MIT,2018-04-16 17:42:06.000000,0.6.21,54.0,,6084.0,conda-forge/flask-user,flask-user,1993.0,1541.0,https://pypi.org/project/flask-user,2019-11-30 11:59:14.000000,452.0,5308.0,https://anaconda.org/conda-forge/flask-user,2019-02-03 00:20:57.156000,41141.0,3.0,,,,,,,,,,,,,,,,,,
319,django-bootstrap4,zostera/django-bootstrap4,,django-utils,https://github.com/zostera/django-bootstrap4,https://github.com/zostera/django-bootstrap4,2017-04-25 15:55:15.000000,2021-02-12 03:27:16.000000,2020-11-17 06:50:33.000000,203.0,30.0,109.0,870.0,,Bootstrap 4 integration with Django.,127.0,25,True,['django'],BSD-3-Clause,2020-10-16 05:42:08.000000,2.3.1,18.0,,45230.0,conda-forge/django-bootstrap4,django-bootstrap4,1912.0,,https://pypi.org/project/django-bootstrap4,2020-10-16 05:42:08.000000,1912.0,44884.0,https://anaconda.org/conda-forge/django-bootstrap4,2020-01-02 21:42:35.673000,12117.0,3.0,,,,,,,,,,,,,,,,,,
320,django-organizations,bennylope/django-organizations,,django-utils,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,2012-02-02 02:38:49.000000,2020-12-07 01:11:43.000000,2020-11-30 16:16:25.000000,152.0,17.0,116.0,796.0,667.0,Multi-user accounts for Django projects.,43.0,25,True,['django'],BSD-2-Clause,2020-09-07 21:19:05.000000,2.0.0,49.0,,21779.0,,django-organizations,68.0,,https://pypi.org/project/django-organizations,2020-09-07 21:19:05.000000,68.0,21779.0,,,,3.0,,,,,,,,,,,,,,,,,,
321,feincms,feincms/feincms,,cms,https://github.com/feincms/feincms,https://github.com/feincms/feincms,2009-01-27 20:34:16.000000,2020-12-09 15:17:23.000000,2020-12-09 15:17:13.000000,225.0,37.0,399.0,791.0,3922.0,A Django-based CMS with a focus on extensibility and concise code.,132.0,25,True,['django'],BSD-3-Clause,2020-01-21 16:37:50.000000,1.18.0,97.0,,1132.0,,feincms,540.0,226.0,https://pypi.org/project/feincms,2020-01-21 16:37:50.000000,314.0,1132.0,,,,3.0,,,,,,,,,,,,,,,,,,
322,django-cachalot,noripyt/django-cachalot,,django-utils,https://github.com/noripyt/django-cachalot,https://github.com/noripyt/django-cachalot,2014-09-26 13:08:06.000000,2021-01-14 17:06:03.000000,2020-11-09 02:01:14.000000,102.0,18.0,100.0,789.0,591.0,"No effort, no worry, maximum performance.",23.0,25,True,['django'],BSD-3-Clause,2020-11-09 03:25:49.000000,2.3.3,29.0,,19512.0,conda-forge/django-cachalot,django-cachalot,497.0,333.0,https://pypi.org/project/django-cachalot,2020-11-09 03:25:49.000000,164.0,18782.0,https://anaconda.org/conda-forge/django-cachalot,2018-08-09 22:39:22.114000,29956.0,3.0,,,,,,,,,,,,,,,,,,
323,tavern,taverntesting/tavern,,testing,https://github.com/taverntesting/tavern,https://github.com/taverntesting/tavern,2017-11-01 14:51:25.000000,2021-02-21 17:50:05.000000,2021-02-20 13:27:57.000000,145.0,36.0,433.0,752.0,903.0,"A command-line tool and Python library and Pytest plugin for automated testing of RESTful APIs, with a simple, concise..",42.0,25,True,,MIT,2021-02-20 13:28:13.000000,1.14.0,116.0,,49225.0,,tavern,255.0,215.0,https://pypi.org/project/tavern,2021-02-20 13:28:13.000000,40.0,49225.0,,,,3.0,,,,,,,,,,,,,,,,,,
324,mixer,klen/mixer,,testing,https://github.com/klen/mixer,https://github.com/klen/mixer,2013-05-19 13:49:50.000000,2021-01-11 12:31:32.000000,2021-01-11 12:31:21.000000,86.0,27.0,45.0,742.0,841.0,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",39.0,25,True,"['flask', 'django']",BSD-3-Clause,2021-01-11 12:31:32.000000,7.1.2,154.0,,28794.0,,mixer,598.0,,https://pypi.org/project/mixer,2021-01-11 12:31:32.000000,598.0,28794.0,,,,3.0,,,,,,,,,,,,,,,,,,
325,flask-limiter,alisaifee/flask-limiter,,flask-utils,https://github.com/alisaifee/flask-limiter,https://github.com/alisaifee/flask-limiter,2014-02-12 03:37:41.000000,2021-01-01 16:38:28.000000,2021-01-01 16:38:27.000000,90.0,16.0,93.0,719.0,499.0,Rate Limiting extension for Flask.,29.0,25,True,['flask'],MIT,2020-05-22 00:41:52.000000,1.3.1,52.0,,56881.0,,flask-limiter,2875.0,2185.0,https://pypi.org/project/flask-limiter,2020-08-25 19:43:07.000000,690.0,56881.0,,,,2.0,,,,,,,,,,,,,,,,,,
326,flask-marshmallow,marshmallow-code/flask-marshmallow,,flask-utils,https://github.com/marshmallow-code/flask-marshmallow,https://github.com/marshmallow-code/flask-marshmallow,2014-04-25 23:35:09.000000,2021-02-18 05:14:19.000000,2021-02-18 05:14:19.000000,43.0,21.0,76.0,662.0,,Flask + marshmallow for beautiful APIs.,15.0,25,True,['flask'],MIT,2020-09-28 03:38:46.000000,0.14.0,18.0,,160140.0,conda-forge/flask-marshmallow,flask-marshmallow,12788.0,11318.0,https://pypi.org/project/flask-marshmallow,2020-09-28 03:38:46.000000,1470.0,159301.0,https://anaconda.org/conda-forge/flask-marshmallow,2020-09-28 06:55:48.753000,43648.0,2.0,,,,,,,,,,,,,,,,,,
327,django-markdownx,neutronX/django-markdownx,,markdown,https://github.com/neutronX/django-markdownx,https://github.com/neutronX/django-markdownx,2014-11-01 14:15:37.000000,2021-01-21 22:47:50.000000,2020-02-25 19:36:54.000000,123.0,28.0,98.0,651.0,357.0,Comprehensive Markdown plugin built for Django.,26.0,25,True,['django'],BSD-3-Clause,2019-12-28 09:04:32.000000,3.0.1,51.0,,8482.0,,django-markdownx,1410.0,1178.0,https://pypi.org/project/django-markdownx,2019-12-28 09:03:20.000000,232.0,8482.0,,,,3.0,,,,,,,,,,,,,,,,,,
328,django-paypal,spookylukey/django-paypal,,django-utils,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,2012-06-09 14:04:06.000000,2020-12-22 18:54:31.000000,2020-11-12 09:21:35.000000,170.0,8.0,134.0,598.0,702.0,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,69.0,25,True,['django'],MIT,2020-02-15 14:06:51.000000,1.0.0,23.0,,5465.0,,django-paypal,2015.0,1439.0,https://pypi.org/project/django-paypal,2019-03-22 05:18:17.000000,576.0,5465.0,,,,3.0,,,,,,,,,,,,,,,,,,
329,html5-parser,kovidgoyal/html5-parser,,html-processing,https://github.com/kovidgoyal/html5-parser,https://github.com/kovidgoyal/html5-parser,2017-06-03 06:56:36.000000,2020-12-17 02:18:46.000000,2020-12-17 02:18:36.000000,21.0,1.0,17.0,595.0,303.0,Fast C based HTML 5 parsing for python.,5.0,25,True,,Apache-2.0,2019-11-03 03:14:33.000000,0.4.9,17.0,,799893.0,,html5-parser,216.0,192.0,https://pypi.org/project/html5-parser,2019-11-03 03:14:33.000000,24.0,799893.0,,,,3.0,,,,,,,,,,,,,,,,,,
330,django-cleanup,un1t/django-cleanup,,django-utils,https://github.com/un1t/django-cleanup,https://github.com/un1t/django-cleanup,2012-08-14 09:27:02.000000,2021-02-18 16:34:26.000000,2020-09-15 20:44:03.000000,49.0,1.0,39.0,578.0,124.0,Automatically deletes old file for FileField and ImageField. It also deletes files on models instance deletion.,15.0,25,True,['django'],MIT,2020-09-15 20:59:36.000000,5.1.0,34.0,,25261.0,,django-cleanup,4726.0,4094.0,https://pypi.org/project/django-cleanup,2020-09-15 20:59:36.000000,632.0,25261.0,,,,3.0,,,,,,,,,,,,,,,,,,
331,extruct,scrapinghub/extruct,,web-scraping,https://github.com/scrapinghub/extruct,https://github.com/scrapinghub/extruct,2015-10-26 11:51:21.000000,2020-12-28 16:24:58.000000,2020-12-28 15:31:55.000000,82.0,30.0,49.0,571.0,447.0,Extract embedded metadata from HTML markup.,24.0,25,True,,BSD-3-Clause,2020-12-28 15:33:32.000000,0.12.0,20.0,,23742.0,,extruct,277.0,235.0,https://pypi.org/project/extruct,2020-12-28 15:33:32.000000,42.0,23742.0,,,,2.0,,,,,,,,,,,,,,,,,,
