,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,labels,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,apt_id,licenses
299,maltrail,stamparm/maltrail,others,,https://github.com/stamparm/maltrail,https://github.com/stamparm/maltrail,MIT,2014-12-04 21:33:46.000,2023-07-20 14:46:23.000,2023-07-20 14:46:23,90973.0,952,221.0,18809.0,73.0,299.0,5244,Malicious traffic detection system.,,,42.0,28,True,,1808.0,2023-06-30 22:11:04.000,0.59,48.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
300,xadmin,sshwsfc/xadmin,admin-ui,,https://github.com/sshwsfc/xadmin,https://github.com/sshwsfc/xadmin,BSD-3-Clause,2012-11-19 06:21:50.000,2022-12-03 13:57:05.000,2019-04-03 03:05:04,1296.0,1429,278.0,167.0,387.0,198.0,4709,"Drop-in replacement of Django admin comes with lots of goodies, fully extensible with plugin support, pretty UI based..",799.0,799.0,51.0,28,False,,,2022-09-24 08:54:19.425,2.0.4,4.0,,152.0,,xadmin2,https://pypi.org/project/xadmin2,2022-09-24 08:54:19.425,,152.0,,,,2.0,,,,,,,,,,,,,,,,,,
301,MechanicalSoup,MechanicalSoup/MechanicalSoup,web-scraping,,https://github.com/MechanicalSoup/MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,MIT,2014-05-26 09:06:11.000,2023-07-04 19:25:27.000,2023-07-04 19:24:49,633.0,393,109.0,248.0,35.0,141.0,4406,A Python library for automating interaction with websites.,268.0,,54.0,28,True,,3.0,2023-07-04 19:24:03.902,1.3.0,28.0,43.0,32840.0,conda-forge/mechanicalsoup,MechanicalSoup,https://pypi.org/project/MechanicalSoup,2022-09-20 04:09:52.844,268.0,31095.0,https://anaconda.org/conda-forge/mechanicalsoup,2023-06-16 13:22:31.491,137915.0,2.0,,,,,,,,,,,,,,,,,,
302,Dredd,apiaryio/dredd,testing,,https://github.com/apiaryio/dredd,https://github.com/apiaryio/dredd,MIT,2013-09-04 12:21:35.000,2023-07-19 20:07:47.000,2023-07-19 20:05:32,3310.0,304,75.0,1465.0,255.0,575.0,4035,Language-agnostic HTTP API Testing Tool.,1204.0,990.0,111.0,28,True,['openapi'],1.0,2021-11-16 12:38:08.000,dredd-transactions@10.1.0,223.0,,36888.0,,dredd_hooks,https://pypi.org/project/dredd_hooks,2018-04-09 12:47:29.000,38.0,5429.0,,,,2.0,,,,dredd,https://www.npmjs.com/package/dredd,2021-11-16 12:36:05.644,176.0,31459.0,,,,,,,,,,
303,python-goose,grangier/python-goose,web-scraping,,https://github.com/grangier/python-goose,https://github.com/grangier/python-goose,Apache-2.0,2012-01-08 20:52:44.000,2022-01-18 18:42:34.000,2015-03-29 14:04:10,482.0,790,203.0,116.0,107.0,92.0,3879,"Html Content / Article Extractor, web scrapping lib in Python.",244.0,218.0,35.0,28,False,,,2023-07-04 15:18:01.058,3.1.17,28.0,,16197.0,,goose3,https://pypi.org/project/goose3,2022-01-18 18:42:34.000,26.0,16197.0,,,,2.0,,,,,,,,,,,,,,,,,,
304,sync-engine,nylas/sync-engine,email,,https://github.com/nylas/sync-engine,https://github.com/nylas/sync-engine,AGPL-3.0,2014-01-15 18:18:17.000,2022-06-30 19:44:05.000,2017-03-08 18:34:10,4395.0,372,183.0,142.0,69.0,263.0,3510,IMAP/SMTP sync system with modern APIs.,10.0,,78.0,28,False,,,2023-04-04 19:25:55.776,5.14.0,60.0,,88746.0,,nylas,https://pypi.org/project/nylas,2022-06-30 19:44:05.000,10.0,88746.0,,,,2.0,,,,,,,,,,,,,,,,,,
305,websockify,novnc/websockify,websocket,,https://github.com/novnc/websockify,https://github.com/novnc/websockify,LGPL-3.0,2011-01-12 22:51:17.000,2023-06-16 19:21:03.017,2023-01-20 16:01:32,925.0,713,141.0,194.0,25.0,309.0,3505,Websockify is a WebSocket to TCP proxy/bridge. This allows a browser to connect to any application/server/service.,1324.0,1019.0,96.0,28,True,,,2022-12-16 12:13:23.000,0.11.0,10.0,,44403.0,conda-forge/websockify,websockify,https://pypi.org/project/websockify,2021-07-22 15:22:25.000,305.0,42050.0,https://anaconda.org/conda-forge/websockify,2023-06-16 19:21:03.017,84737.0,3.0,,,,,,,,,,,,,,,,,,
306,cloudscraper,venomous/cloudscraper,web-scraping,,https://github.com/VeNoMouS/cloudscraper,https://github.com/VeNoMouS/cloudscraper,MIT,2019-04-16 02:18:50.000,2023-05-05 08:39:46.000,2023-04-25 23:19:48,285.0,413,134.0,57.0,5.0,,3278,A Python module to bypass Cloudflares anti-bot page.,17125.0,16994.0,12.0,28,True,,2.0,2023-04-25 23:20:54.756,1.2.71,95.0,,287857.0,,cloudscraper,https://pypi.org/project/cloudscraper,2023-01-10 04:21:19.799,131.0,287857.0,,,,2.0,,,,,,,,,,,,,,,,,,
307,django-shop,awesto/django-shop,django-utils,,https://github.com/awesto/django-shop,https://github.com/awesto/django-shop,BSD-3-Clause,2010-11-19 11:15:48.000,2022-04-08 09:00:09.000,2021-02-28 18:04:57,5402.0,1014,171.0,500.0,101.0,292.0,3019,A Django based shop system.,300.0,215.0,96.0,28,False,['django'],,2021-02-02 21:13:24.000,1.2.4,47.0,,2311.0,,django-shop,https://pypi.org/project/django-shop,2021-02-02 21:13:24.000,85.0,2311.0,,,,3.0,,,,,,,,,,,,,,,,,,
308,pyload,pyload/pyload,others,,https://github.com/pyload/pyload,https://github.com/pyload/pyload,AGPL-3.0,2013-02-10 13:12:02.000,2023-07-13 22:38:03.000,2023-06-18 19:33:58,7680.0,687,135.0,1220.0,153.0,2920.0,2949,The free and open-source Download Manager written in pure Python.,11.0,10.0,220.0,28,True,,39.0,2020-02-20 21:04:56.000,0.4.20,80.0,95147.0,3479.0,,pyload-ng,https://pypi.org/project/pyload-ng,2022-05-28 11:04:18.000,1.0,2666.0,,,,3.0,,,,,,,,,,,,,,,,,,
309,robyn,sansyrox/robyn,web-frameworks,,https://github.com/sparckles/robyn,https://github.com/sparckles/robyn,BSD-2-Clause,2021-06-18 09:32:00.000,2023-07-19 15:25:58.000,2023-07-15 14:27:43,388.0,138,21.0,271.0,108.0,172.0,2830,"A High-Performance, Community-Driven, and Innovator Friendly Web Framework with a Rust runtime.",31.0,31.0,48.0,28,True,,45.0,2023-07-16 07:53:24.000,0.36.2,76.0,,22480.0,conda-forge/robyn,robyn,https://pypi.org/project/robyn,2022-06-29 23:13:11.000,,18193.0,https://anaconda.org/conda-forge/robyn,2023-07-15 20:18:16.347,94330.0,3.0,,,,,,,,,,sparckles/robyn,,,,,,,,
310,Grab,lorien/grab,web-scraping,,https://github.com/lorien/grab,https://github.com/lorien/grab,MIT,2013-05-01 08:10:22.000,2023-07-01 14:51:25.000,2023-07-01 14:51:21,2489.0,265,91.0,180.0,23.0,221.0,2295,Web Scraping Framework.,499.0,390.0,67.0,28,True,,5.0,2018-06-24 14:27:52.000,0.6.41,120.0,,2147.0,,grab,https://pypi.org/project/grab,2018-06-24 14:27:52.000,109.0,2147.0,,,,2.0,,,,,,,,,,,,,,,,,,
311,django-suit,darklow/django-suit,admin-ui,,https://github.com/darklow/django-suit,https://github.com/darklow/django-suit,AFL-3.0,2013-02-17 11:59:33.000,2023-04-15 10:49:38.000,2022-11-29 19:37:09,766.0,677,118.0,168.0,298.0,353.0,2246,Modern theme for Django admin interface.,4133.0,3093.0,60.0,28,False,['django'],,2019-10-02 08:36:30.000,0.2.28,47.0,,58644.0,,django-suit,https://pypi.org/project/django-suit,2022-11-29 19:58:01.176,1040.0,58644.0,,,,2.0,,,,,,,,,,,,,,,,,,
312,django-push-notifications,jazzband/django-push-notifications,django-utils,,https://github.com/jazzband/django-push-notifications,https://github.com/jazzband/django-push-notifications,MIT,2013-03-15 00:57:33.000,2023-07-10 20:08:02.000,2022-08-12 16:29:29,396.0,581,66.0,280.0,154.0,270.0,2114,Send push notifications to mobile devices through GCM or APNS in Django.,89.0,,93.0,28,True,['django'],,2022-02-17 03:24:01.000,3.0.0,16.0,103.0,66149.0,,django-push-notifications,https://pypi.org/project/django-push-notifications,2022-02-17 03:20:43.000,89.0,66149.0,,,,3.0,,,,,,,,,,,,,,,,,,
313,django-blog-zinnia,Fantomas42/django-blog-zinnia,django-utils,,https://github.com/Fantomas42/django-blog-zinnia,https://github.com/Fantomas42/django-blog-zinnia,BSD-3-Clause,2009-07-13 14:58:26.000,2023-05-18 11:56:44.000,2020-03-09 20:52:03,3155.0,745,131.0,160.0,38.0,406.0,2084,Simple yet powerful and really extendable application for managing a blog within your Django Web site.,757.0,593.0,71.0,28,False,['django'],,2016-09-27 13:25:46.000,0.18.1,29.0,,1224.0,,django-blog-zinnia,https://pypi.org/project/django-blog-zinnia,2018-03-10 21:22:04.000,164.0,1224.0,,,,3.0,,,,,,,,,,,,,,,,,,
314,django-rules,dfunckt/django-rules,auth,,https://github.com/dfunckt/django-rules,https://github.com/dfunckt/django-rules,MIT,2014-03-06 20:46:57.000,2023-07-18 09:23:37.000,2023-02-23 16:06:08,195.0,133,34.0,69.0,30.0,83.0,1645,"Awesome Django authorization, without the database.",1495.0,1362.0,28.0,28,True,['django'],,2022-03-23 08:53:01.000,3.3.0,20.0,,111049.0,,rules,https://pypi.org/project/rules,2022-03-23 08:54:01.000,133.0,111049.0,,,,3.0,,,,,,,,,,,,,,,,,,
315,django-polymorphic,django-polymorphic/django-polymorphic,django-utils,,https://github.com/django-polymorphic/django-polymorphic,https://github.com/django-polymorphic/django-polymorphic,BSD-3-Clause,2011-02-12 23:30:34.000,2023-06-27 07:13:57.000,2021-11-18 13:07:40,854.0,245,29.0,221.0,149.0,176.0,1469,Improved Django model inheritance with automatic downcasting.,179.0,,105.0,28,False,['django'],,2021-11-18 11:55:38.000,3.1.0,40.0,,309272.0,conda-forge/django_polymorphic,django-polymorphic,https://pypi.org/project/django-polymorphic,2021-11-18 11:55:38.000,179.0,308561.0,https://anaconda.org/conda-forge/django_polymorphic,2023-06-16 13:15:49.260,61911.0,3.0,,,,,,,,,,,,,,,,,,
316,html2text,Alir3z4/html2text,markdown,,https://github.com/Alir3z4/html2text,https://github.com/Alir3z4/html2text,GPL-3.0,2014-02-19 22:41:11.000,2023-01-07 21:13:26.000,2022-02-22 21:28:40,768.0,242,25.0,196.0,97.0,121.0,1437,Convert HTML to Markdown-formatted text.,2314.0,,76.0,28,False,,,2021-12-15 16:21:32.999,2015.6.5,38.0,,1499348.0,,html2text,https://pypi.org/project/html2text,2021-12-15 16:21:32.999,2314.0,1499348.0,,,,3.0,,,,,,,,,,,,,,,,,,
317,django-angular,jrief/django-angular,django-utils,,https://github.com/jrief/django-angular,https://github.com/jrief/django-angular,MIT,2013-03-11 09:12:53.000,2023-03-31 14:49:23.000,2022-09-03 07:51:41,1534.0,300,80.0,174.0,22.0,181.0,1243,Let AngularJS play well with Django.,879.0,637.0,66.0,28,True,['django'],,2019-11-26 15:51:32.000,2.2.4,55.0,,5439.0,,django-angular,https://pypi.org/project/django-angular,2020-05-05 21:38:28.000,242.0,5439.0,,,,3.0,,,,,,,,,,,,,,,,,,
318,spyne,arskom/spyne,rpc,,https://github.com/arskom/spyne,https://github.com/arskom/spyne,LGPL-2.1,2010-07-23 06:26:28.000,2023-06-16 13:15:58.493,2023-03-27 15:47:57,7049.0,263,43.0,327.0,73.0,293.0,1102,A transport agnostic sync/async RPC library that focuses on exposing services with a well-defined API using popular..,708.0,612.0,127.0,28,False,,,2022-02-09 03:28:26.000,spyne-2.14.0,47.0,,110689.0,conda-forge/spyne,spyne,https://pypi.org/project/spyne,2022-02-03 02:53:36.000,96.0,109881.0,https://anaconda.org/conda-forge/spyne,2023-06-16 13:15:58.493,70309.0,3.0,,,,,,,,,,,,,,,,,,
319,authomatic,authomatic/authomatic,auth,,https://github.com/authomatic/authomatic,https://github.com/authomatic/authomatic,MIT,2013-02-07 14:13:35.000,2023-06-12 10:00:14.000,2023-06-09 10:55:35,1203.0,392,35.0,109.0,45.0,89.0,1012,Simple yet powerful authorization / authentication client library for Python web applications.,252.0,,47.0,28,True,,19.0,2023-06-08 18:10:01.850,1.2.1,22.0,,1923.0,,authomatic,https://pypi.org/project/authomatic,2019-11-27 16:10:13.000,252.0,1923.0,,,,3.0,,,,,,,,,,,,,,,,,,
320,livereload,lepture/python-livereload,servers,,https://github.com/lepture/python-livereload,https://github.com/lepture/python-livereload,BSD-3-Clause,2012-05-03 16:38:39.000,2023-07-20 16:16:12.000,2023-06-08 06:25:32,389.0,150,31.0,118.0,53.0,103.0,993,livereload server in python.,1654.0,,58.0,28,True,,1.0,2020-08-22 15:34:54.000,2.6.3,31.0,,620309.0,conda-forge/livereload,livereload,https://pypi.org/project/livereload,2020-08-22 15:31:53.000,1654.0,615658.0,https://anaconda.org/conda-forge/livereload,2023-06-16 13:15:58.931,404669.0,3.0,,,,,,,,,,,,,,,,,,
321,django-rest-knox,James1345/django-rest-knox,auth,,https://github.com/James1345/django-rest-knox,https://github.com/James1345/django-rest-knox,MIT,2015-09-09 14:52:23.000,2023-06-16 03:18:22.000,2022-08-24 13:21:38,373.0,174,20.0,165.0,66.0,88.0,955,Authentication Module for django rest auth.,9849.0,9668.0,44.0,28,True,['django'],,2022-01-31 17:42:28.000,4.2.0,25.0,,108773.0,,django-rest-knox,https://pypi.org/project/django-rest-knox,2022-01-31 17:42:28.000,181.0,108773.0,,,,3.0,,,,,,,,,,,,,,,,,,
322,flask-dance,singingwolfboy/flask-dance,auth,,https://github.com/singingwolfboy/flask-dance,https://github.com/singingwolfboy/flask-dance,MIT,2014-09-09 11:53:06.000,2023-06-30 02:47:33.000,2023-05-10 18:26:21,623.0,151,18.0,216.0,38.0,167.0,947,"Doing the OAuth dance with style using Flask, requests, and oauthlib.",3752.0,3587.0,56.0,28,True,['flask'],2.0,2023-05-10 18:30:01.565,7.0.0,50.0,,61512.0,conda-forge/flask-dance,flask-dance,https://pypi.org/project/flask-dance,2023-05-10 18:30:01.565,165.0,61327.0,https://anaconda.org/conda-forge/flask-dance,2023-06-16 16:14:55.987,9472.0,3.0,,,,,,,,,,,,,,,,,,
323,django-cleanup,un1t/django-cleanup,django-utils,,https://github.com/un1t/django-cleanup,https://github.com/un1t/django-cleanup,MIT,2012-08-14 09:27:02.000,2023-06-15 06:19:16.352,2023-06-14 22:02:58,191.0,74,10.0,50.0,1.0,52.0,938,Automatically deletes old file for FileField and ImageField. It also deletes files on models instance deletion.,11453.0,11122.0,17.0,28,True,['django'],13.0,2023-06-14 22:14:00.885,8.0.0,38.0,,153312.0,conda-forge/django-cleanup,django-cleanup,https://pypi.org/project/django-cleanup,2022-01-24 23:16:25.000,331.0,153021.0,https://anaconda.org/conda-forge/django-cleanup,2023-06-15 06:19:16.352,10780.0,3.0,,,,,,,,,,,,,,,,,,
324,django-nose,jazzband/django-nose,testing,,https://github.com/jazzband/django-nose,https://github.com/jazzband/django-nose,BSD-3-Clause,2009-10-01 17:53:27.000,2022-12-26 20:29:09.000,2021-10-22 14:38:03,379.0,241,21.0,116.0,96.0,133.0,881,Django test runner using nose.,13592.0,9192.0,63.0,28,False,['django'],,2020-08-20 02:49:13.000,1.4.7,18.0,,196673.0,,django-nose,https://pypi.org/project/django-nose,2020-08-20 02:49:13.000,4400.0,196673.0,,,,2.0,,,,,,,,,,,,,,,,,,
325,openapi-python-client,openapi-generators/openapi-python-client,openapi-utils,,https://github.com/openapi-generators/openapi-python-client,https://github.com/openapi-generators/openapi-python-client,MIT,2020-02-15 19:33:46.000,2023-07-19 19:45:49.000,2023-07-07 20:56:25,632.0,142,13.0,451.0,99.0,206.0,750,Generate modern Python clients from OpenAPI.,489.0,487.0,53.0,28,True,['openapi'],13.0,2023-05-27 01:52:00.594,0.14.1,63.0,,157112.0,conda-forge/openapi-python-client,openapi-python-client,https://pypi.org/project/openapi-python-client,2023-05-27 01:52:00.594,2.0,156312.0,https://anaconda.org/conda-forge/openapi-python-client,2023-06-16 19:27:10.924,18404.0,3.0,,,,,,,,,,,,,,,,,,
326,Model Bakery,model-bakers/model_bakery,testing,,https://github.com/model-bakers/model_bakery,https://github.com/model-bakers/model_bakery,Apache-2.0,2019-10-08 12:49:08.000,2023-07-17 19:10:13.000,2023-07-04 07:57:18,316.0,79,11.0,296.0,28.0,98.0,689,Object factory for Django.,3124.0,3105.0,46.0,28,True,['django'],17.0,2023-06-05 14:04:00.795,1.12.0,23.0,,385531.0,conda-forge/model_bakery,model_bakery,https://pypi.org/project/model_bakery,2023-06-05 14:04:00.795,19.0,385087.0,https://anaconda.org/conda-forge/model_bakery,2023-06-16 19:18:17.599,17774.0,2.0,,,,,,,,,,,,,,,,,,
327,django-paypal,spookylukey/django-paypal,django-utils,,https://github.com/spookylukey/django-paypal,https://github.com/spookylukey/django-paypal,MIT,2012-06-09 14:04:06.000,2023-07-17 18:13:18.000,2022-11-28 20:19:07,783.0,203,28.0,118.0,9.0,149.0,688,A pluggable Django application for integrating PayPal Payments Standard or Payments Pro.,2956.0,2667.0,73.0,28,True,['django'],,2021-12-15 15:40:40.554,0.1.4,28.0,,10324.0,,django-paypal,https://pypi.org/project/django-paypal,2022-03-25 21:26:22.000,289.0,10324.0,,,,3.0,,,,,,,,,,,,,,,,,,
328,prometheus-flask-exporter,rycus86/prometheus_flask_exporter,monitoring,,https://github.com/rycus86/prometheus_flask_exporter,https://github.com/rycus86/prometheus_flask_exporter,MIT,2017-11-23 20:04:19.000,2023-06-16 16:21:37.707,2023-04-28 01:13:03,240.0,157,10.0,31.0,28.0,100.0,572,Prometheus exporter for Flask applications.,62.0,,27.0,28,True,['flask'],3.0,2023-04-28 01:21:00.091,0.22.4,70.0,,6708520.0,conda-forge/prometheus_flask_exporter,prometheus-flask-exporter,https://pypi.org/project/prometheus-flask-exporter,2023-04-28 01:21:00.091,62.0,6686311.0,https://anaconda.org/conda-forge/prometheus_flask_exporter,2023-06-16 16:21:37.707,954995.0,2.0,,,,,,,,,,,,,,,,,,
329,flask-testing,jarus/flask-testing,testing,,https://github.com/jarus/flask-testing,https://github.com/jarus/flask-testing,BSD-3-Clause,2012-02-29 16:34:28.000,2023-06-16 13:22:55.760,2020-12-24 16:50:31,190.0,113,10.0,70.0,55.0,45.0,493,Unittest extensions for Flask.,19604.0,17158.0,33.0,28,False,['flask'],,2020-12-24 16:51:48.000,0.8.1,18.0,,311558.0,conda-forge/flask-testing,flask-testing,https://pypi.org/project/flask-testing,2020-12-24 16:51:48.000,2446.0,310734.0,https://anaconda.org/conda-forge/flask-testing,2023-06-16 13:22:55.760,67596.0,2.0,,,,,,,,,,,,,,,,,,
330,aiodns,saghul/aiodns,others,,https://github.com/saghul/aiodns,https://github.com/saghul/aiodns,MIT,2014-03-26 23:19:57.000,2023-06-16 16:18:11.597,2021-05-15 11:42:43,118.0,63,9.0,43.0,11.0,57.0,484,Simple DNS resolver for asyncio.,43041.0,41922.0,24.0,28,False,,,2021-05-14 08:52:08.000,3.0.0,15.0,,1916397.0,conda-forge/aiodns,aiodns,https://pypi.org/project/aiodns,2021-05-14 08:52:08.000,1119.0,1911619.0,https://anaconda.org/conda-forge/aiodns,2023-06-16 16:18:11.597,215047.0,3.0,,,,,,,,,,,,,,,,,,
331,deform,Pylons/deform,forms,,https://github.com/Pylons/deform,https://github.com/Pylons/deform,BSD-3-Clause,2011-02-16 06:29:46.000,2023-05-31 16:07:10.000,2022-07-15 09:49:12,1629.0,157,34.0,348.0,47.0,135.0,398,A Python HTML form library.,969.0,780.0,101.0,28,True,,,2020-12-15 23:27:03.000,2.0.15,40.0,,22798.0,,deform,https://pypi.org/project/deform,2020-12-10 12:40:05.000,189.0,22798.0,,,,3.0,,,,,,,,,,,,,,,,,,
332,webtest,Pylons/webtest,testing,,https://github.com/Pylons/webtest,https://github.com/Pylons/webtest,MIT,2012-11-12 23:19:10.000,2023-06-24 14:17:52.000,2023-06-08 06:54:30,1052.0,109,19.0,125.0,27.0,100.0,332,"Wraps any WSGI application and makes it easy to send test requests to that application, without starting up an HTTP..",14711.0,10735.0,91.0,28,True,,4.0,2021-08-19 12:40:12.829,3.0.0,55.0,,748259.0,conda-forge/webtest,webtest,https://pypi.org/project/webtest,2021-08-19 12:40:12.829,3976.0,747976.0,https://anaconda.org/conda-forge/webtest,2023-06-16 16:18:49.891,12482.0,2.0,,,,,,,,,,,,,,,,,,
333,flask-bcrypt,maxcountryman/flask-bcrypt,flask-utils,,https://github.com/maxcountryman/flask-bcrypt,https://github.com/maxcountryman/flask-bcrypt,BSD-3-Clause,2011-06-12 21:20:23.000,2023-06-16 13:18:03.589,2022-04-05 03:58:40,119.0,62,13.0,45.0,6.0,41.0,314,Flask-Bcrypt is a Flask extension that provides bcrypt hashing utilities for your application.,55481.0,52502.0,25.0,28,False,['flask'],,2022-04-05 03:59:51.000,1.0.1,16.0,,1348709.0,conda-forge/flask-bcrypt,flask-bcrypt,https://pypi.org/project/flask-bcrypt,2022-04-05 03:59:51.000,2979.0,1348306.0,https://anaconda.org/conda-forge/flask-bcrypt,2023-06-16 13:18:03.589,33892.0,2.0,,,,,,,,,,,,,,,,,,
334,openapi-core,p1c2u/openapi-core,openapi-utils,,https://github.com/python-openapi/openapi-core,https://github.com/python-openapi/openapi-core,BSD-3-Clause,2017-09-20 10:25:35.000,2023-07-19 18:47:26.000,2023-07-19 18:47:22,964.0,116,10.0,410.0,64.0,138.0,220,Openapi-core is a Python library that adds client-side and server-side support for the OpenAPI v3.0 and OpenAPI v3.1..,414.0,378.0,59.0,28,True,,92.0,2023-07-10 08:44:03.533,0.18.0,61.0,,122321.0,conda-forge/openapi-core,openapi-core,https://pypi.org/project/openapi-core,2023-07-10 08:44:03.533,36.0,121855.0,https://anaconda.org/conda-forge/openapi-core,2023-07-10 16:43:09.130,12596.0,3.0,,,,,,,,,,python-openapi/openapi-core,,,,,,,,
335,idom,idom-team/idom,web-ui,,https://github.com/reactive-python/reactpy,https://github.com/reactive-python/reactpy,MIT,2019-02-19 05:25:54.000,2023-07-20 15:05:49.000,2023-07-18 09:15:08,1331.0,262,51.0,503.0,100.0,246.0,6459,"Its React, but in Python.",50.0,44.0,20.0,27,True,,46.0,2023-07-04 05:29:39.000,reactpy-v1.0.2,109.0,,479.0,,idom,https://pypi.org/project/idom,2022-06-20 20:22:17.000,6.0,479.0,,,,2.0,,,,,,,,,,reactive-python/reactpy,,,,,,,,
336,Mockoon,mockoon/mockoon,testing,,https://github.com/mockoon/mockoon,https://github.com/mockoon/mockoon,,2017-07-17 13:19:16.000,2023-07-20 13:29:12.000,2023-07-19 06:37:22,1110.0,291,57.0,246.0,66.0,523.0,5247,"Mockoon is the easiest and quickest way to run mock APIs locally. No remote deployment, no account required, open..",71.0,71.0,50.0,27,False,['openapi'],38.0,2023-06-15 12:57:10.000,3.1.0,35.0,157002.0,2661.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
337,notion-py,jamalex/notion-py,third-party-apis,,https://github.com/jamalex/notion-py,https://github.com/jamalex/notion-py,MIT,2018-11-26 03:08:41.000,2023-06-18 11:30:08.000,2021-02-05 05:10:12,233.0,441,76.0,110.0,154.0,111.0,4033,Unofficial Python API client for Notion.so.,775.0,737.0,31.0,27,False,,,2021-02-05 05:11:13.000,0.0.28,21.0,,9067.0,,notion,https://pypi.org/project/notion,2021-02-05 05:11:13.000,38.0,9067.0,,,,3.0,,,,,,,,,,,,,,,,,,
338,twitter-scraper,bisguzar/twitter-scraper,third-party-apis,,https://github.com/bisguzar/twitter-scraper,https://github.com/bisguzar/twitter-scraper,MIT,2018-02-22 14:58:34.000,2023-02-08 02:26:40.000,2021-12-17 16:00:19,208.0,569,99.0,100.0,46.0,63.0,3602,Scrape the Twitter Frontend API without authentication.,3934.0,3922.0,31.0,27,False,,,2020-07-17 18:56:19.000,0.4.4,11.0,,1111.0,,twitter-scraper,https://pypi.org/project/twitter-scraper,2020-07-17 18:56:19.000,12.0,1111.0,,,,3.0,,,,,,,,,,,,,,,,,,
339,responder,taoufik07/responder,web-frameworks,,https://github.com/taoufik07/responder,https://github.com/taoufik07/responder,Apache-2.0,2018-10-09 11:15:00.000,2023-06-16 16:12:56.673,2021-03-24 10:24:29,995.0,211,98.0,256.0,54.0,169.0,3563,A familiar HTTP Service Framework for Python.,607.0,538.0,86.0,27,False,,,2021-01-08 08:35:11.365,2.0.7,48.0,,3891.0,conda-forge/responder,responder,https://pypi.org/project/responder,2021-01-06 08:04:39.000,69.0,2435.0,https://anaconda.org/conda-forge/responder,2023-06-16 16:12:56.673,81578.0,3.0,,,,,,,,,,,,,,,,,,
340,sslyze,nabla-c0d3/sslyze,others,,https://github.com/nabla-c0d3/sslyze,https://github.com/nabla-c0d3/sslyze,AGPL-3.0,2014-08-18 04:33:30.000,2023-07-05 07:49:12.000,2023-04-01 13:29:11,1836.0,422,142.0,118.0,27.0,463.0,2980,Fast and powerful SSL/TLS scanning library.,24.0,,66.0,27,True,,,2023-04-01 13:44:31.000,5.1.3,68.0,103131.0,56808.0,,sslyze,https://pypi.org/project/sslyze,2023-01-18 20:11:02.773,24.0,55836.0,,,,3.0,,,,,,,,,,,,,,,,,,
341,python-instagram,facebookarchive/python-instagram,third-party-apis,,https://github.com/facebookarchive/python-instagram,https://github.com/facebookarchive/python-instagram,MIT,2011-02-02 02:45:23.000,2020-10-01 16:22:11.000,2018-01-03 00:17:14,233.0,1144,264.0,160.0,119.0,,2967,Python Client for Instagram API.,1143.0,776.0,52.0,27,False,,,2015-07-22 15:56:56.000,1.3.2,14.0,,5050.0,,python-instagram,https://pypi.org/project/python-instagram,2015-07-22 15:56:56.000,367.0,5050.0,,,,3.0,,,,,,,,,,,,,,,,,,
342,bjoern,jonashaag/bjoern,servers,,https://github.com/jonashaag/bjoern,https://github.com/jonashaag/bjoern,BSD-2-Clause,2010-03-01 23:46:47.000,2023-06-17 21:35:06.000,2022-09-11 18:40:12,473.0,187,79.0,83.0,29.0,133.0,2924,A screamingly fast Python 2/3 WSGI server written in C.,792.0,642.0,44.0,27,True,,,2022-09-19 16:03:06.582,3.2.2,30.0,,26494.0,conda-forge/bjoern,bjoern,https://pypi.org/project/bjoern,2022-09-19 16:03:06.582,150.0,24519.0,https://anaconda.org/conda-forge/bjoern,2023-06-16 16:13:39.525,112596.0,3.0,,,,,,,,,,,,,,,,,,
343,proxy.py,abhinavsingh/proxy.py,others,,https://github.com/abhinavsingh/proxy.py,https://github.com/abhinavsingh/proxy.py,BSD-3-Clause,2013-08-19 21:33:51.000,2023-07-04 06:48:58.000,2023-04-17 04:12:18,882.0,497,52.0,941.0,67.0,234.0,2532,Fast Lightweight 0 Dependency Pluggable TLS interception DNS-over-HTTPS Poor Mans VPN Reverse & Forward Proxy Server..,141.0,123.0,19.0,27,True,,,2023-03-14 16:49:54.000,2.4.4rc4,38.0,847.0,112820.0,,proxy.py,https://pypi.org/project/proxy.py,2022-08-13 07:22:00.491,18.0,112778.0,,,,3.0,,,,,,,,,,,,,,,,,,
