,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,labels,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,apt_id,licenses
150,pywebview,r0x0r/pywebview,others,,https://github.com/r0x0r/pywebview,https://github.com/r0x0r/pywebview,BSD-3-Clause,2014-11-20 11:05:46.000,2023-07-19 20:19:16.000,2023-07-19 20:19:11,1735.0,473,62.0,298.0,17.0,783.0,3669,"Build GUI for your Python program with JavaScript, HTML, and CSS.",1328.0,1234.0,112.0,33,True,,46.0,2023-06-25 20:57:02.350,4.2.2,58.0,,50797.0,,pywebview,https://pypi.org/project/pywebview,2021-08-02 10:05:39.000,94.0,50797.0,,,,2.0,,,,,,,,,,,,,,,,,,
151,Prism,stoplightio/prism,testing,,https://github.com/stoplightio/prism,https://github.com/stoplightio/prism,Apache-2.0,2016-03-18 03:52:09.000,2023-07-18 20:23:41.000,2023-07-18 20:23:40,1901.0,306,54.0,1620.0,60.0,578.0,3639,"Turn any OpenAPI2/3 and Postman Collection file into an API server with mocking, transformations and validations.",441.0,413.0,87.0,33,True,['openapi'],44.0,2023-06-01 14:48:17.000,5.0.1,185.0,788079.0,208221.0,,,,,,,,,,2.0,,,,@stoplight/prism-cli,https://www.npmjs.com/package/@stoplight/prism-cli,2023-06-01 14:46:52.485,28.0,196632.0,,,,,,,,,,
152,wave,h2oai/wave,web-ui,,https://github.com/h2oai/wave,https://github.com/h2oai/wave,Apache-2.0,2020-05-16 20:07:18.000,2023-07-20 12:45:10.000,2023-07-18 06:36:17,2082.0,259,119.0,623.0,200.0,766.0,3614,Realtime Web Apps and Dashboards for Python and R.,199.0,,48.0,33,True,,98.0,2023-07-03 10:14:54.000,0.26.1,53.0,1729301.0,73205.0,,wave,https://pypi.org/project/wave,2011-01-09 22:48:14.000,199.0,26468.0,,,,2.0,,,,,,,,,,,,,,,,,,
153,Prometheus Client,prometheus/client_python,monitoring,,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2023-07-18 23:06:14.000,2023-07-18 23:06:14,530.0,737,68.0,398.0,89.0,402.0,3449,Python client for the Prometheus monitoring system.,748.0,,134.0,33,True,,14.0,2023-07-10 21:21:10.669,0.17.1,47.0,,20348869.0,conda-forge/prometheus_client,prometheus-client,https://pypi.org/project/prometheus-client,2023-07-10 21:21:10.669,748.0,20030107.0,https://anaconda.org/conda-forge/prometheus_client,2023-07-10 23:43:43.209,12112956.0,2.0,,,,,,,,,,,,,,,,,,
154,django-reversion,etianen/django-reversion,django-utils,,https://github.com/etianen/django-reversion,https://github.com/etianen/django-reversion,BSD-3-Clause,2010-05-31 15:32:25.000,2023-07-20 15:52:19.390,2023-05-21 16:15:51,1501.0,467,58.0,305.0,18.0,625.0,2895,django-reversion is an extension to the Django web framework that provides version control for model instances.,9215.0,7095.0,186.0,33,True,['django'],9.0,2022-11-12 14:47:02.380,5.0.4,75.0,,297936.0,,django-reversion,https://pypi.org/project/django-reversion,2022-11-12 14:47:02.380,2120.0,297936.0,,,,2.0,,,,,,,,,,,,,,,,,,
155,django-redis,jazzband/django-redis,django-utils,,https://github.com/jazzband/django-redis,https://github.com/jazzband/django-redis,BSD-3-Clause,2012-04-17 16:29:49.000,2023-07-18 06:04:23.000,2023-07-18 06:04:20,1041.0,415,59.0,342.0,46.0,297.0,2627,Full featured redis cache backend for Django.,3487.0,,133.0,33,True,['django'],32.0,2023-06-16 12:26:23.648,5.3.0,67.0,,1816832.0,,django-redis,https://pypi.org/project/django-redis,2021-12-22 15:10:32.000,3487.0,1816832.0,,,,2.0,,,,,,,,,,,,,,,,,,
156,django-storages,jschneier/django-storages,django-utils,,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09.000,2023-07-18 14:41:07.000,2023-05-24 21:39:57,1046.0,829,45.0,634.0,204.0,463.0,2443,Django-storages is a project to provide a variety of storage backends in a single library.,4942.0,,247.0,33,True,['django'],9.0,2022-12-23 04:56:01.717,1.13.2,39.0,,2325455.0,conda-forge/django-storages,django-storages,https://pypi.org/project/django-storages,2022-12-23 04:56:01.717,4942.0,2324731.0,https://anaconda.org/conda-forge/django-storages,2023-06-16 13:21:28.484,51454.0,2.0,,,,,,,,,,,,,,,,,,
157,whitenoise,evansd/whitenoise,servers,,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,MIT,2013-08-08 11:02:06.000,2023-07-17 19:32:41.000,2023-07-16 19:15:42,739.0,139,23.0,283.0,33.0,209.0,2264,Radically simplified static file serving for Python web apps.,13357.0,,64.0,33,True,,21.0,2023-06-16 15:04:02.270,6.5.0,51.0,,1740204.0,conda-forge/whitenoise,whitenoise,https://pypi.org/project/whitenoise,2023-06-16 15:04:02.270,13357.0,1737839.0,https://anaconda.org/conda-forge/whitenoise,2023-06-16 16:49:52.891,78048.0,3.0,,,,,,,,,,,,,,,,,,
158,django-ckeditor,django-ckeditor/django-ckeditor,django-utils,,https://github.com/django-ckeditor/django-ckeditor,https://github.com/django-ckeditor/django-ckeditor,BSD-3-Clause,2010-03-08 19:20:59.000,2023-07-20 08:25:29.000,2023-07-20 08:25:22,821.0,700,52.0,219.0,9.0,518.0,2241,Django admin CKEditor integration.,35707.0,34192.0,129.0,33,True,['django'],7.0,2023-06-23 08:19:03.181,6.6.1,53.0,,307815.0,,django-ckeditor,https://pypi.org/project/django-ckeditor,2023-06-23 08:19:03.181,1515.0,307815.0,,,,2.0,,,,,,,,,,,,,,,,,,
159,Flask-Migrate,miguelgrinberg/Flask-Migrate,flask-utils,,https://github.com/miguelgrinberg/Flask-Migrate,https://github.com/miguelgrinberg/Flask-Migrate,MIT,2013-09-08 19:24:57.000,2023-07-20 02:06:51.000,2023-04-14 14:18:05,229.0,214,25.0,81.0,11.0,394.0,2224,SQLAlchemy database migrations for Flask applications using Alembic.,9561.0,,47.0,33,True,['flask'],,2023-02-02 23:25:01.889,4.0.4,44.0,,1236931.0,conda-forge/flask-migrate,flask-migrate,https://pypi.org/project/flask-migrate,2023-01-29 14:51:02.439,9561.0,1234283.0,https://anaconda.org/conda-forge/flask-migrate,2023-06-16 13:25:36.124,214521.0,1.0,,,,,,,,,,,,,,,,,,
160,datamodel-code-generator,koxudaxi/datamodel-code-generator,openapi-utils,,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32.000,2023-07-20 16:10:05.000,2023-07-20 15:58:33,861.0,193,22.0,1084.0,68.0,257.0,1727,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",859.0,807.0,79.0,33,True,['openapi'],89.0,2023-07-20 15:59:32.000,0.21.2,169.0,,383112.0,,datamodel-code-generator,https://pypi.org/project/datamodel-code-generator,2023-07-06 07:26:47.598,52.0,383112.0,,,,2.0,,,,,,,,,,,,,,,,,,
161,django-tables2,jieter/django-tables2,django-utils,,https://github.com/jieter/django-tables2,https://github.com/jieter/django-tables2,BSD-2-Clause,2010-12-07 05:26:16.000,2023-07-17 21:13:14.000,2023-06-27 09:40:34,1426.0,417,55.0,363.0,74.0,493.0,1688,django-tables2 - An app for creating HTML tables.,7304.0,6411.0,145.0,33,True,['django'],4.0,2023-06-27 09:43:01.678,2.6.0,125.0,,209999.0,conda-forge/django-tables2,django-tables2,https://pypi.org/project/django-tables2,2023-06-27 09:43:01.678,893.0,209789.0,https://anaconda.org/conda-forge/django-tables2,2023-06-16 19:26:11.100,5263.0,2.0,,,,,,,,,,,,,,,,,,
162,dj-database-url,jacobian/dj-database-url,django-utils,,https://github.com/jazzband/dj-database-url,https://github.com/jazzband/dj-database-url,BSD-3-Clause,2012-04-30 17:20:23.000,2023-07-17 20:25:03.000,2023-04-27 15:28:38,274.0,202,33.0,133.0,7.0,83.0,1374,Use Database URLs in your Django Application.,262133.0,241214.0,67.0,33,True,['django'],1.0,2023-04-27 15:39:03.081,2.0.0,17.0,,1178177.0,,dj-database-url,https://pypi.org/project/dj-database-url,2023-04-27 15:39:03.081,20919.0,1178177.0,,,,2.0,,,,,,,,,,jazzband/dj-database-url,,,,,,,,
163,pytest-django,pytest-dev/pytest-django,testing,,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,BSD-3-Clause,2011-09-29 19:35:55.000,2023-07-13 11:23:29.000,2023-04-05 08:15:33,1205.0,317,39.0,563.0,168.0,360.0,1210,A Django plugin for pytest.,5988.0,,138.0,33,True,['django'],,2021-12-07 14:56:42.000,4.5.2,60.0,,2246282.0,conda-forge/pytest-django,pytest-django,https://pypi.org/project/pytest-django,2021-12-07 14:26:57.000,5988.0,2244144.0,https://anaconda.org/conda-forge/pytest-django,2023-06-16 13:25:21.640,188197.0,2.0,,,,,,,,,,,,,,,,,,
164,html5lib-python,html5lib/html5lib-python,html-processing,,https://github.com/html5lib/html5lib-python,https://github.com/html5lib/html5lib-python,MIT,2013-04-09 14:07:42.000,2023-06-16 13:22:43.827,2023-03-03 15:43:58,1609.0,275,48.0,311.0,80.0,175.0,1042,Standards-compliant library for parsing and serializing HTML documents and fragments in Python.,15233.0,,65.0,33,True,,,2017-12-07 14:10:04.000,1.0.1,27.0,,17079769.0,conda-forge/html5lib,html5lib,https://pypi.org/project/html5lib,2020-06-22 23:32:36.000,15233.0,17033076.0,https://anaconda.org/conda-forge/html5lib,2023-06-16 13:22:43.827,3642072.0,3.0,,,,,,,,,,,,,,,,,,
165,pycurl,pycurl/pycurl,http-clients,,https://github.com/pycurl/pycurl,https://github.com/pycurl/pycurl,LGPL-2.1,2013-08-03 20:56:39.000,2023-06-30 21:06:06.000,2023-06-30 19:57:09,3304.0,288,47.0,459.0,8.0,341.0,991,PycURL - Python interface to libcurl.,60425.0,56106.0,100.0,33,False,,14.0,2022-12-16 19:44:33.490,7.45.2,55.0,,1224163.0,conda-forge/pycurl,pycurl,https://pypi.org/project/pycurl,2022-12-16 19:44:33.490,4319.0,1193165.0,https://anaconda.org/conda-forge/pycurl,2023-06-16 16:15:06.468,1549926.0,2.0,,,,,,,,,,,,,,,,,,
166,Yarl,aio-libs/yarl,url-utils,,https://github.com/aio-libs/yarl,https://github.com/aio-libs/yarl,Apache-2.0,2016-08-02 12:56:42.000,2023-07-18 13:06:00.000,2023-07-18 13:05:59,1068.0,140,29.0,690.0,35.0,183.0,963,Yet another URL library.,3055.0,,81.0,33,True,,33.0,2023-04-25 19:10:28.000,1.9.2,95.0,9705.0,67897432.0,conda-forge/yarl,yarl,https://pypi.org/project/yarl,2023-04-25 19:09:07.299,3055.0,67761134.0,https://anaconda.org/conda-forge/yarl,2023-06-16 13:23:41.533,10077333.0,2.0,,,,,,,,,,,,,,,,,,
167,markdown-it-py,executablebooks/markdown-it-py,markdown,,https://github.com/executablebooks/markdown-it-py,https://github.com/executablebooks/markdown-it-py,MIT,2020-03-25 11:10:01.000,2023-07-17 16:59:05.000,2023-07-05 14:51:52,308.0,61,17.0,222.0,26.0,50.0,501,"Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed. Now in Python!.",35761.0,35609.0,25.0,33,True,,31.0,2023-06-03 06:43:00.637,3.0.0,42.0,,24330039.0,conda-forge/markdown-it-py,markdown-it-py,https://pypi.org/project/markdown-it-py,2023-06-03 06:43:00.637,152.0,24278852.0,https://anaconda.org/conda-forge/markdown-it-py,2023-06-07 22:00:26.242,2047480.0,3.0,,,,,,,,,,,,,,,,,,
168,httpcore,encode/httpcore,http-clients,,https://github.com/encode/httpcore,https://github.com/encode/httpcore,BSD-3-Clause,2020-01-30 12:41:11.000,2023-07-18 08:30:19.000,2023-07-13 13:40:25,462.0,69,26.0,574.0,15.0,131.0,348,A minimal HTTP client.,56857.0,56716.0,38.0,33,True,,35.0,2023-07-05 12:10:02.440,0.17.3,53.0,,17703619.0,conda-forge/httpcore,httpcore,https://pypi.org/project/httpcore,2023-07-05 12:10:02.440,141.0,17688332.0,https://anaconda.org/conda-forge/httpcore,2023-07-06 03:01:34.660,580919.0,2.0,,,,,,,,,,,,,,,,,,
169,Mako,sqlalchemy/mako,others,,https://github.com/sqlalchemy/mako,https://github.com/sqlalchemy/mako,MIT,2016-07-05 15:04:03.129,2023-06-16 13:18:04.250,2023-01-03 17:53:44,931.0,48,12.0,37.0,65.0,274.0,271,Mako Templates for Python.,199868.0,185662.0,59.0,33,True,,,2022-11-15 14:39:00.630,1.2.4,66.0,,26805559.0,conda-forge/mako,mako,https://pypi.org/project/mako,2022-11-15 14:39:00.630,14206.0,26744466.0,https://anaconda.org/conda-forge/mako,2023-06-16 13:18:04.250,5131851.0,2.0,,,,,,,,,,,,,,,,,,
170,soupsieve,facelessuser/soupsieve,web-scraping,,https://github.com/facelessuser/soupsieve,https://github.com/facelessuser/soupsieve,MIT,2018-12-07 07:42:56.000,2023-06-16 16:13:38.824,2023-04-16 23:49:18,338.0,34,8.0,148.0,12.0,102.0,171,A modern CSS selector implementation for BeautifulSoup.,384297.0,381634.0,10.0,33,True,,,2023-04-16 23:58:03.946,2.4.1,44.0,,60746885.0,conda-forge/soupsieve,soupsieve,https://pypi.org/project/soupsieve,2023-02-14 16:33:03.643,2663.0,60480573.0,https://anaconda.org/conda-forge/soupsieve,2023-06-16 16:13:38.824,14380900.0,1.0,,,,,,,,,,,,,,,,,,
171,google-resumable-media,googleapis/google-resumable-media-python,third-party-apis,,https://github.com/googleapis/google-resumable-media-python,https://github.com/googleapis/google-resumable-media-python,Apache-2.0,2017-04-12 20:09:20.000,2023-07-20 11:51:09.000,2023-06-29 16:37:38,426.0,41,42.0,289.0,13.0,84.0,39,Utilities for Google Media Downloads and Resumable Uploads.,108253.0,107698.0,32.0,33,False,,5.0,2023-04-24 19:03:03.026,2.5.0,44.0,,39788191.0,conda-forge/google-resumable-media,google-resumable-media,https://pypi.org/project/google-resumable-media,2023-04-24 19:03:03.026,555.0,39733444.0,https://anaconda.org/conda-forge/google-resumable-media,2023-06-16 13:22:08.210,3996561.0,2.0,,,,,,,,,,,,,,,,,,
172,redoc,Redocly/redoc,openapi-utils,,https://github.com/Redocly/redoc,https://github.com/Redocly/redoc,MIT,2015-10-30 12:53:02.000,2023-07-19 14:13:47.000,2023-07-19 11:45:12,2532.0,2196,284.0,654.0,430.0,1281.0,20579,OpenAPI/Swagger-generated API Reference Documentation.,4928.0,4928.0,214.0,32,True,['openapi'],12.0,2022-09-13 12:29:53.000,2.0.0,84.0,90.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
173,newspaper3k,codelucas/newspaper,web-scraping,,https://github.com/codelucas/newspaper,https://github.com/codelucas/newspaper,MIT,2013-11-25 09:50:50.000,2023-06-16 13:25:29.128,2020-09-02 06:54:25,651.0,2039,381.0,304.0,497.0,265.0,12944,"News, full-text, and article metadata extraction in Python 3. Advanced docs:.",294.0,,103.0,32,False,,,2018-09-28 04:58:18.000,0.2.8,18.0,,201460.0,conda-forge/newspaper3k,newspaper3k,https://pypi.org/project/newspaper3k,2018-09-28 04:58:18.000,294.0,200548.0,https://anaconda.org/conda-forge/newspaper3k,2023-06-16 13:25:29.128,62018.0,2.0,,,,,,,,,,,,,,,,,,
174,speedtest-cli,sivel/speedtest-cli,others,,https://github.com/sivel/speedtest-cli,https://github.com/sivel/speedtest-cli,Apache-2.0,2012-09-10 19:17:53.000,2023-07-02 02:48:51.000,2021-07-07 19:50:15,299.0,1900,314.0,204.0,61.0,,12846,Command line interface for testing internet bandwidth using speedtest.net.,58129.0,57580.0,10.0,32,False,,,2021-04-08 13:53:00.000,2.1.3,28.0,,153614.0,conda-forge/speedtest-cli,speedtest-cli,https://pypi.org/project/speedtest-cli,2021-04-08 13:51:32.000,549.0,152800.0,https://anaconda.org/conda-forge/speedtest-cli,2023-06-16 19:27:52.128,16282.0,2.0,,,,,,,,,,,,,,,,,,
175,tushare,waditu/tushare,third-party-apis,,https://github.com/waditu/tushare,https://github.com/waditu/tushare,BSD-3-Clause,2015-01-07 07:51:14.000,2023-05-25 03:01:38.000,2020-03-04 14:36:33,412.0,4268,992.0,133.0,572.0,1057.0,12252,TuShare is a utility for crawling historical data of China stocks.,1773.0,1542.0,34.0,32,False,,,2022-12-07 01:40:05.410,1.2.89,193.0,,27102.0,,tushare,https://pypi.org/project/tushare,2022-12-07 01:40:05.410,231.0,27102.0,,,,2.0,,,,,,,,,,,,,,,,,,
176,thumbor,thumbor/thumbor,third-party-apis,,https://github.com/thumbor/thumbor,https://github.com/thumbor/thumbor,MIT,2011-03-16 17:30:05.000,2023-07-14 19:02:46.000,2023-07-14 19:02:46,2398.0,815,200.0,629.0,11.0,946.0,9565,thumbor is an open-source photo thumbnail service by globo.com.,549.0,340.0,197.0,32,True,,5.0,2023-07-07 06:41:07.486,7.5.2,110.0,,5823.0,,thumbor,https://pypi.org/project/thumbor,2022-12-20 01:31:56.417,209.0,5823.0,,,,2.0,,,,,,,,,,,,,,,,,,
177,WeasyPrint,Kozea/WeasyPrint,html-processing,,https://github.com/Kozea/WeasyPrint,https://github.com/Kozea/WeasyPrint,BSD-3-Clause,2011-08-09 14:14:24.000,2023-07-17 17:50:56.000,2023-07-13 15:46:43,5090.0,611,137.0,319.0,187.0,1417.0,5945,The awesome document factory.,91.0,,124.0,32,True,,30.0,2023-05-11 09:31:13.000,59.0,98.0,,1043024.0,conda-forge/weasyprint,weasyprint,https://pypi.org/project/weasyprint,2023-05-11 09:29:01.316,91.0,1040458.0,https://anaconda.org/conda-forge/weasyprint,2023-06-16 16:16:10.254,123186.0,3.0,3.0,,,,,,,,,,,,,,,,,
178,py-googletrans,ssut/py-googletrans,third-party-apis,,https://github.com/ssut/py-googletrans,https://github.com/ssut/py-googletrans,MIT,2015-06-05 08:35:11.000,2023-06-25 11:30:23.000,2021-03-10 14:43:53,116.0,638,67.0,96.0,14.0,273.0,3460,(unofficial) Googletrans: Free and Unlimited Google translate API for Python. Translates totally free of charge.,45896.0,45270.0,25.0,32,False,,,2020-06-14 07:43:55.000,3.0.0,12.0,,571173.0,,googletrans,https://pypi.org/project/googletrans,2020-12-09 14:10:21.000,626.0,571173.0,,,,2.0,,,,,,,,,,,,,,,,,,
179,django-grappelli,sehmaschine/django-grappelli,admin-ui,,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,BSD-3-Clause,2010-03-26 12:25:59.000,2023-06-30 20:57:19.000,2023-05-03 12:01:45,1887.0,654,95.0,322.0,7.0,693.0,3458,A jazzy skin for the Django Admin-Interface (official repository).,7406.0,5701.0,83.0,32,True,['django'],1.0,2023-05-03 12:13:01.311,3.0.6,77.0,,171719.0,conda-forge/django-grappelli,django-grappelli,https://pypi.org/project/django-grappelli,2022-11-22 14:08:01.303,1705.0,170308.0,https://anaconda.org/conda-forge/django-grappelli,2023-06-16 13:15:51.924,124198.0,2.0,,,,,,,,,,,,,,,,,,
180,python-socketio,miguelgrinberg/python-socketio,websocket,,https://github.com/miguelgrinberg/python-socketio,https://github.com/miguelgrinberg/python-socketio,MIT,2015-07-15 06:17:03.000,2023-07-20 15:11:59.000,2023-07-05 23:19:20,560.0,544,62.0,161.0,36.0,734.0,3443,Python Socket.IO server and client.,1944.0,,65.0,32,True,,9.0,2023-03-16 22:46:23.869,5.8.0,89.0,,1629335.0,conda-forge/python-socketio,python-socketio,https://pypi.org/project/python-socketio,2023-03-16 22:46:23.869,1944.0,1624488.0,https://anaconda.org/conda-forge/python-socketio,2023-06-16 13:22:56.390,397519.0,2.0,,,,,,,,,,,,,,,,,,
181,django-guardian,django-guardian/django-guardian,auth,,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,BSD-3-Clause,2010-06-04 23:15:37.000,2023-06-16 13:23:00.573,2022-03-25 21:42:47,1062.0,544,84.0,350.0,137.0,322.0,3403,Per object permissions for Django.,7975.0,6029.0,159.0,32,False,['django'],,2021-05-23 22:11:22.000,2.4.0,43.0,,378736.0,conda-forge/django-guardian,django-guardian,https://pypi.org/project/django-guardian,2021-05-23 22:11:22.000,1946.0,378085.0,https://anaconda.org/conda-forge/django-guardian,2023-06-16 13:23:00.573,47581.0,2.0,,,,,,,,,,,,,,,,,,
182,flasgger,flasgger/flasgger,openapi-utils,,https://github.com/flasgger/flasgger,https://github.com/flasgger/flasgger,MIT,2015-07-27 18:21:49.000,2023-06-20 19:24:38.000,2023-05-18 17:18:52,561.0,475,56.0,198.0,246.0,163.0,3319,Easy OpenAPI specs and Swagger UI for your Flask API.,11220.0,10857.0,110.0,32,True,['flask'],29.0,2020-08-01 15:28:10.000,0.9.5,54.0,509.0,408329.0,conda-forge/flasgger,flasgger,https://pypi.org/project/flasgger,2023-06-10 21:33:42.214,363.0,406537.0,https://anaconda.org/conda-forge/flasgger,2023-06-16 13:23:54.649,123364.0,2.0,,,,,,,,,,,,,,,,,,
183,factory_boy,FactoryBoy/factory_boy,testing,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-07-19 13:42:09.417,2023-07-19 13:30:11,982.0,378,41.0,478.0,195.0,387.0,3152,A test fixtures replacement for Python.,805.0,,126.0,32,True,['django'],10.0,2023-07-19 09:04:00.000,3.3.0,43.0,,2838050.0,conda-forge/factory_boy,factory_boy,https://pypi.org/project/factory_boy,2023-07-19 09:04:00.000,805.0,2834182.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,131539.0,2.0,,,,,,,,,,,,,,,,,,
184,fake-useragent,hellysmile/fake-useragent,others,,https://github.com/fake-useragent/fake-useragent,https://github.com/fake-useragent/fake-useragent,Apache-2.0,2013-03-04 07:14:29.000,2023-07-15 01:28:33.000,2023-07-15 01:28:25,298.0,503,62.0,67.0,5.0,106.0,3090,Up-to-date simple useragent faker with real world database.,22805.0,21869.0,14.0,32,True,,8.0,2023-03-20 20:39:03.370,1.1.3,28.0,,1649620.0,conda-forge/fake-useragent,fake-useragent,https://pypi.org/project/fake-useragent,2023-03-20 20:39:03.370,936.0,1649078.0,https://anaconda.org/conda-forge/fake-useragent,2023-06-16 19:26:33.943,13570.0,2.0,,,,,,,,,,fake-useragent/fake-useragent,,,,,,,,
185,django-taggit,jazzband/django-taggit,django-utils,,https://github.com/jazzband/django-taggit,https://github.com/jazzband/django-taggit,BSD-3-Clause,2009-12-08 23:40:49.000,2023-07-17 20:28:50.000,2023-05-04 02:10:58,1032.0,615,66.0,447.0,91.0,329.0,3071,Simple tagging for django.,2881.0,,147.0,32,True,['django'],13.0,2023-05-04 02:16:01.440,4.0.0,65.0,,409989.0,conda-forge/django-taggit,django-taggit,https://pypi.org/project/django-taggit,2023-05-04 02:16:01.440,2881.0,408716.0,https://anaconda.org/conda-forge/django-taggit,2023-06-16 13:17:20.808,112035.0,2.0,,,,,,,,,,,,,,,,,,
186,python-social-auth,omab/python-social-auth,auth,,https://github.com/omab/python-social-auth,https://github.com/omab/python-social-auth,BSD-3-Clause,2012-12-12 16:08:42.000,2022-07-01 19:07:30.000,2017-02-04 13:10:59,1973.0,1140,120.0,466.0,19.0,643.0,2834,Social auth made simple.,8067.0,5791.0,283.0,32,False,,,2017-02-03 12:20:08.000,0.3.6,55.0,,32403.0,,python-social-auth,https://pypi.org/project/python-social-auth,2017-02-03 12:20:08.000,2276.0,32403.0,,,,2.0,,,,,,,,,,,,,,,,,,
