,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,new_addition,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,licenses,apt_id
10,grpc,grpc/grpc,,rpc,https://github.com/grpc/grpc,https://github.com/grpc/grpc,Apache-2.0,2014-12-08 18:58:53.000000,2021-07-01 06:52:12.000000,2021-07-01 02:55:08.000000,8002.0,796.0,8930.0,30793.0,49154.0,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#).",748.0,38,True,,2021-06-21 18:57:17.000000,1.38.1,166.0,149519.0,28510696.0,conda-forge/grpcio,grpcio,9556.0,2794.0,https://pypi.org/project/grpcio,2021-06-21 21:06:30.000000,6762.0,28423094.0,https://anaconda.org/conda-forge/grpcio,2021-06-22 22:59:20.922000,2924645.0,1.0,,,,,,,,,,,,,,,,,,,
11,gunicorn,benoitc/gunicorn,,servers,https://github.com/benoitc/gunicorn,https://github.com/benoitc/gunicorn,MIT,2009-11-30 18:18:08.000000,2021-06-22 04:23:47.000000,2021-03-27 02:07:48.000000,1436.0,335.0,1396.0,7702.0,2875.0,"gunicorn 'Green Unicorn' is a WSGI HTTP Server for UNIX, fast clients and sleepy applications.",363.0,38,True,,2021-04-28 15:16:08.000000,20.1.0,81.0,97.0,17822656.0,conda-forge/gunicorn,gunicorn,595941.0,473849.0,https://pypi.org/project/gunicorn,2021-03-27 01:54:37.000000,122092.0,17811589.0,https://anaconda.org/conda-forge/gunicorn,2021-05-11 12:03:53.879000,664009.0,1.0,,,,,,,,,,,,,,,,,,,
12,google-api-python-client,googleapis/google-api-python-client,,third-party-apis,https://github.com/googleapis/google-api-python-client,https://github.com/googleapis/google-api-python-client,Apache-2.0,2014-01-08 21:55:56.000000,2021-06-30 03:01:07.445000,2021-06-30 00:00:11.000000,1951.0,32.0,758.0,4849.0,1227.0,The official Python client library for Google's discovery based APIs.,166.0,38,True,,2021-06-30 00:09:07.000000,2.11.0,96.0,90.0,24914927.0,conda-forge/google-api-python-client,google-api-python-client,77452.0,64868.0,https://pypi.org/project/google-api-python-client,2021-06-30 00:09:07.000000,12584.0,24902269.0,https://anaconda.org/conda-forge/google-api-python-client,2021-06-30 03:01:07.445000,759471.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13,youtube-dl,ytdl-org/youtube-dl,,third-party-apis,https://github.com/ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,Unlicense,2010-10-31 14:35:07.000000,2021-07-01 06:53:22.000000,2021-07-01 06:53:22.000000,5285.0,4151.0,20265.0,96967.0,18491.0,Command-line program to download videos from YouTube.com and other video sites.,961.0,37,True,,2021-06-05 19:02:03.000000,2021.6.6,952.0,42081082.0,5437892.0,conda-forge/youtube-dl,youtube_dl,2854.0,,https://pypi.org/project/youtube_dl,2021-06-05 19:02:03.000000,2854.0,4016348.0,https://anaconda.org/conda-forge/youtube-dl,2021-06-30 22:39:06.610000,791383.0,1.0,,youtube-dl,,,,,,,,,,,,,,,,,
14,tornado,tornadoweb/tornado,,web-frameworks,https://github.com/tornadoweb/tornado,https://github.com/tornadoweb/tornado,Apache-2.0,2009-09-09 04:55:16.000000,2021-07-01 11:26:29.000000,2021-05-30 15:33:14.000000,5375.0,232.0,1462.0,20048.0,4329.0,"Tornado is a Python web framework and asynchronous networking library, originally developed at FriendFeed.",413.0,37,True,,2020-03-04 02:32:23.000000,6.0.4,62.0,,16450735.0,conda-forge/tornado,tornado,221132.0,172976.0,https://pypi.org/project/tornado,2020-10-30 19:04:55.000000,48156.0,16245555.0,https://anaconda.org/conda-forge/tornado,2021-01-08 08:53:30.908000,12926368.0,1.0,,,,,,,,,,,,,,,,,,,
15,oauthlib,oauthlib/oauthlib,,auth,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51.000000,2021-06-07 06:54:40.000000,2021-06-01 21:25:02.000000,434.0,74.0,264.0,2230.0,1584.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",175.0,37,True,,2021-06-02 20:03:50.000000,3.1.1,47.0,,52317400.0,conda-forge/oauthlib,oauthlib,179433.0,155621.0,https://pypi.org/project/oauthlib,2021-06-01 12:53:12.000000,23812.0,52271858.0,https://anaconda.org/conda-forge/oauthlib,2021-06-01 16:03:14.739000,2732545.0,1.0,,,,,,,,,,,,,,,,,,,
16,jinja,pallets/jinja,,others,https://github.com/pallets/jinja,https://github.com/pallets/jinja,BSD-3-Clause,2010-10-17 13:41:17.000000,2021-07-01 12:57:44.000000,2021-07-01 12:57:43.000000,1411.0,48.0,740.0,7855.0,,A very fast and expressive template engine.,284.0,36,True,,2021-05-18 20:41:14.000000,3.0.1,43.0,52153.0,62228794.0,conda-forge/jinja2,jinja2,859382.0,672388.0,https://pypi.org/project/jinja2,2021-05-18 20:39:17.000000,186994.0,62061321.0,https://anaconda.org/conda-forge/jinja2,2021-05-19 10:13:36.298000,10309860.0,1.0,,,,,,,,,,,,,,,,,,,
17,discord.py,Rapptz/discord.py,,third-party-apis,https://github.com/Rapptz/discord.py,https://github.com/Rapptz/discord.py,MIT,2015-08-21 22:19:08.000000,2021-07-01 14:25:57.000000,2021-07-01 11:50:04.000000,2256.0,104.0,2266.0,7810.0,3328.0,An API wrapper for Discord written in Python.,263.0,36,True,,2021-06-12 16:14:40.000000,1.7.3,66.0,,14741123.0,,discord.py,40281.0,35707.0,https://pypi.org/project/discord.py,2021-06-12 16:14:40.000000,4574.0,14741123.0,,,,1.0,,,,,,,,,,,,,,,,,,,
18,werkzeug,pallets/werkzeug,,web-frameworks,https://github.com/pallets/werkzeug,https://github.com/pallets/werkzeug,BSD-3-Clause,2010-10-18 11:42:40.000000,2021-07-01 13:00:11.000000,2021-07-01 13:00:10.000000,1556.0,39.0,850.0,5764.0,,The comprehensive WSGI web application library.,419.0,36,True,,2021-05-17 23:19:03.000000,2.0.1,74.0,238.0,33639810.0,conda-forge/werkzeug,werkzeug,675218.0,539774.0,https://pypi.org/project/werkzeug,2021-05-17 23:16:08.000000,135444.0,33588114.0,https://anaconda.org/conda-forge/werkzeug,2021-05-20 13:46:26.032000,3049789.0,2.0,,,,,,,,,,,,,,,,,,,
19,lxml,lxml/lxml,,html-processing,https://github.com/lxml/lxml,https://github.com/lxml/lxml,BSD-3-Clause,2011-02-11 05:43:11.000000,2021-06-29 14:14:47.007000,2021-06-29 13:09:06.000000,448.0,19.0,,1900.0,5663.0,The lxml XML toolkit for Python.,124.0,36,True,,2021-03-21 18:44:59.000000,4.6.3,144.0,,29187253.0,conda-forge/lxml,lxml,249844.0,183204.0,https://pypi.org/project/lxml,2021-03-21 18:44:59.000000,66640.0,29126073.0,https://anaconda.org/conda-forge/lxml,2021-06-29 14:14:47.007000,3548483.0,1.0,,,,,,,,,,,,,,,,,,,
20,OpenAPI Generator,OpenAPITools/openapi-generator,,openapi-utils,https://github.com/OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator,Apache-2.0,2018-05-12 09:57:56.000000,2021-07-01 12:51:32.000000,2021-07-01 09:56:28.000000,3153.0,2492.0,1945.0,9001.0,15845.0,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and..",2080.0,35,True,['openapi'],2021-06-17 10:56:09.859000,2.3.5,643.0,,625426.0,,openapi-generator-cli,686.0,290.0,https://pypi.org/project/openapi-generator-cli,2020-05-15 12:33:56.000000,,5080.0,,,,1.0,,,org.openapitools.openapi-generator,@openapitools/openapi-generator-cli,https://www.npmjs.com/package/@openapitools/openapi-generator-cli,2021-06-17 10:56:09.859000,396.0,620346.0,https://search.maven.org/artifact/org.openapitools.openapi-generator,,,,,,,,,,
21,django-allauth,pennersr/django-allauth,,auth,https://github.com/pennersr/django-allauth,https://github.com/pennersr/django-allauth,MIT,2010-10-10 20:10:52.000000,2021-06-20 05:29:40.000000,2021-06-05 19:44:56.000000,2327.0,376.0,1407.0,6541.0,2317.0,"Integrated set of Django applications addressing authentication, registration, account management as well as 3rd party..",538.0,35,True,['django'],2020-11-25 17:58:40.000000,0.44.0,59.0,,530142.0,conda-forge/django-allauth,django-allauth,77675.0,67355.0,https://pypi.org/project/django-allauth,2020-11-25 17:58:40.000000,10320.0,528826.0,https://anaconda.org/conda-forge/django-allauth,2019-12-23 17:47:06.130000,61898.0,1.0,,,,,,,,,,,,,,,,,,,
22,pyjwt,jpadilla/pyjwt,,auth,https://github.com/jpadilla/pyjwt,https://github.com/jpadilla/pyjwt,MIT,2011-02-24 20:25:09.000000,2021-06-21 17:45:48.000000,2021-06-15 04:40:18.000000,492.0,90.0,238.0,3855.0,669.0,JSON Web Token implementation in Python.,95.0,35,True,,2021-04-28 12:06:52.000000,2.1.0,41.0,,44350087.0,conda-forge/pyjwt,pyjwt,149321.0,130435.0,https://pypi.org/project/pyjwt,2021-04-28 12:02:52.000000,18886.0,44290355.0,https://anaconda.org/conda-forge/pyjwt,2021-04-28 14:40:34.095000,3583965.0,1.0,,,,,,,,,,,,,,,,,,,
23,GitPython,gitpython-developers/GitPython,,third-party-apis,https://github.com/gitpython-developers/GitPython,https://github.com/gitpython-developers/GitPython,BSD-3-Clause,2010-11-30 17:34:03.000000,2021-07-01 09:49:14.000000,2021-06-30 23:48:54.000000,717.0,118.0,652.0,3158.0,2266.0,GitPython is a python library used to interact with Git repositories.,237.0,35,True,,2021-06-18 03:33:51.000000,3.1.18,72.0,,16889461.0,conda-forge/gitpython,gitpython,52049.0,41155.0,https://pypi.org/project/gitpython,2021-06-18 03:33:51.000000,10894.0,16862185.0,https://anaconda.org/conda-forge/gitpython,2021-06-18 05:34:55.065000,1854783.0,1.0,,,,,,,,,,,,,,,,,,,
24,urllib3,urllib3/urllib3,,http-clients,https://github.com/urllib3/urllib3,https://github.com/urllib3/urllib3,MIT,2011-09-18 18:08:28.000000,2021-06-30 20:14:11.000000,2021-06-29 18:04:44.000000,867.0,163.0,783.0,2720.0,,"Python HTTP library with thread-safe connection pooling, file post support, user friendly, and more.",282.0,35,True,,2021-06-25 13:30:33.000000,1.26.6,65.0,343.0,161500114.0,conda-forge/urllib3,urllib3,664777.0,589343.0,https://pypi.org/project/urllib3,2021-06-25 13:24:15.000000,75434.0,161310216.0,https://anaconda.org/conda-forge/urllib3,2021-06-25 15:25:31.585000,11583063.0,2.0,,,,,,,,,,,,,,,,,,,
25,certbot,certbot/certbot,,others,https://github.com/certbot/certbot,https://github.com/certbot/certbot,Apache-2.0,2014-11-12 02:52:20.000000,2021-07-01 07:08:21.000000,2021-06-28 23:40:24.000000,3080.0,580.0,4318.0,28071.0,10259.0,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server. It can..,481.0,34,True,,2021-06-01 20:55:50.000000,1.16.0,80.0,4887.0,207235.0,,certbot,1284.0,928.0,https://pypi.org/project/certbot,2021-06-01 20:27:04.000000,356.0,206991.0,,,,1.0,,,,,,,,,,,,,,,,,,,
26,falcon,falconry/falcon,,web-frameworks,https://github.com/falconry/falcon,https://github.com/falconry/falcon,Apache-2.0,2012-12-06 18:17:51.000000,2021-06-30 13:08:03.874000,2021-06-26 13:51:49.000000,826.0,198.0,712.0,8457.0,1764.0,"The no-nonsense REST API and microservices framework for Python developers, with a focus on reliability, correctness,..",174.0,34,True,,2021-05-10 22:19:08.000000,3.0.1,66.0,843.0,573395.0,conda-forge/falcon,falcon,8612.0,5570.0,https://pypi.org/project/falcon,2021-05-10 22:19:40.000000,3042.0,569771.0,https://anaconda.org/conda-forge/falcon,2021-06-30 13:08:03.874000,203236.0,2.0,,,,,,,,,,,,,,,,,,,
27,tweepy,tweepy/tweepy,,third-party-apis,https://github.com/tweepy/tweepy,https://github.com/tweepy/tweepy,MIT,2009-07-06 04:15:34.000000,2021-06-17 22:31:29.000000,2021-06-17 22:29:36.000000,3529.0,70.0,939.0,7858.0,2627.0,Twitter for Python!.,225.0,34,True,,2020-12-26 02:23:47.000000,3.10.0,28.0,,448571.0,conda-forge/tweepy,tweepy,34702.0,26400.0,https://pypi.org/project/tweepy,2020-12-26 02:23:47.000000,8302.0,446437.0,https://anaconda.org/conda-forge/tweepy,2020-12-26 13:20:39.788000,113127.0,1.0,1.0,,,,,,,,,,,,,,,,,,
28,bottle,bottlepy/bottle,,web-frameworks,https://github.com/bottlepy/bottle,https://github.com/bottlepy/bottle,MIT,2009-06-30 17:51:30.000000,2021-06-06 11:30:56.000000,2021-01-01 15:17:44.000000,1382.0,315.0,531.0,7289.0,1869.0,bottle.py is a fast and simple micro-framework for python web-applications.,216.0,34,True,,2020-11-11 18:51:24.000000,0.12.19,74.0,,1759049.0,conda-forge/bottle,bottle,26272.0,16592.0,https://pypi.org/project/bottle,2020-11-11 18:51:24.000000,9680.0,1754773.0,https://anaconda.org/conda-forge/bottle,2020-06-10 17:23:11.717000,248043.0,2.0,,,,,,,,,,,,,,,,,,,
29,flask-admin,flask-admin/flask-admin,,admin-ui,https://github.com/flask-admin/flask-admin,https://github.com/flask-admin/flask-admin,BSD-3-Clause,2012-03-18 23:21:57.000000,2021-06-03 18:06:49.000000,2021-04-17 12:22:27.000000,1347.0,370.0,917.0,4771.0,2825.0,Simple and extensible administrative interface framework for Flask.,317.0,34,True,['flask'],2021-04-17 12:25:17.000000,1.5.8,37.0,,1618101.0,conda-forge/flask-admin,flask-admin,16229.0,11611.0,https://pypi.org/project/flask-admin,2021-04-17 12:23:21.000000,4618.0,1616215.0,https://anaconda.org/conda-forge/flask-admin,2021-04-17 17:38:06.111000,107553.0,1.0,,,,,,,,,,,,,,,,,,,
30,PyGithub,PyGithub/PyGithub,,third-party-apis,https://github.com/PyGithub/PyGithub,https://github.com/PyGithub/PyGithub,LGPL-3.0,2012-02-25 12:53:47.000000,2021-06-30 21:42:31.000000,2021-06-21 10:29:09.000000,1311.0,117.0,1056.0,4418.0,1964.0,Typed interactions with the GitHub API v3.,268.0,34,True,,2021-04-26 04:44:57.000000,1.55,85.0,,4360233.0,conda-forge/pygithub,pygithub,21665.0,17907.0,https://pypi.org/project/pygithub,2021-04-26 04:45:19.000000,3758.0,4342418.0,https://anaconda.org/conda-forge/pygithub,2021-01-20 02:14:25.170000,1211440.0,1.0,,,,,,,,,,,,,,,,,,,
31,pyramid,Pylons/pyramid,,web-frameworks,https://github.com/Pylons/pyramid,https://github.com/Pylons/pyramid,BSD-3-Clause,2010-10-24 22:00:35.000000,2021-06-19 08:35:01.000000,2021-03-15 06:21:30.000000,880.0,69.0,960.0,3568.0,11724.0,Pyramid - A Python web framework.,337.0,34,True,,2021-03-01 09:59:08.000000,1.10.8,149.0,,1453801.0,pyramid,pyramid,14534.0,9372.0,https://pypi.org/project/pyramid,2021-03-01 03:27:45.000000,5162.0,1453759.0,https://anaconda.org/anaconda/pyramid,2021-06-08 16:36:17.801000,2886.0,2.0,,,,,,,,,,0.0,,,,,,,,,
32,websocket-client,websocket-client/websocket-client,,websocket,https://github.com/websocket-client/websocket-client,https://github.com/websocket-client/websocket-client,LGPL-2.1,2010-12-28 06:35:25.000000,2021-06-29 01:08:53.000000,2021-06-10 02:20:08.000000,646.0,9.0,438.0,2649.0,1093.0,WebSocket client for Python.,186.0,34,False,,2021-06-10 02:24:48.000000,1.1.0,64.0,,34635722.0,conda-forge/websocket-client,websocket-client,51425.0,40117.0,https://pypi.org/project/websocket-client,2021-06-10 02:24:48.000000,11308.0,34612220.0,https://anaconda.org/conda-forge/websocket-client,2021-01-08 20:45:00.210000,1410176.0,1.0,,,,,,,,,,,,,,,,,,,
33,markdown,Python-Markdown/markdown,,markdown,https://github.com/Python-Markdown/markdown,https://github.com/Python-Markdown/markdown,BSD-3-Clause,2010-05-29 02:59:45.000000,2021-07-01 13:48:56.000000,2021-07-01 13:48:56.000000,623.0,26.0,676.0,2558.0,1483.0,A Python implementation of John Grubers Markdown with Extension support.,144.0,34,True,,2020-10-25 20:21:59.000000,3.3.3,39.0,,11281380.0,conda-forge/markdown,markdown,181638.0,140174.0,https://pypi.org/project/markdown,2020-10-25 20:21:59.000000,41464.0,11236863.0,https://anaconda.org/conda-forge/markdown,2021-03-01 10:52:27.431000,2047795.0,1.0,,,,,,,,,,,,,,,,,,,
34,itsdangerous,pallets/itsdangerous,,others,https://github.com/pallets/itsdangerous,https://github.com/pallets/itsdangerous,BSD-3-Clause,2011-06-24 00:09:55.000000,2021-07-01 12:57:24.000000,2021-07-01 12:57:23.000000,181.0,,96.0,2241.0,,Safely pass trusted data to untrusted environments and back.,36.0,34,True,,2021-05-18 15:10:38.000000,2.0.1,24.0,,30101306.0,conda-forge/itsdangerous,itsdangerous,550925.0,446669.0,https://pypi.org/project/itsdangerous,2021-05-18 15:09:42.000000,104256.0,30067913.0,https://anaconda.org/conda-forge/itsdangerous,2021-05-18 18:03:09.355000,1970192.0,1.0,,,,,,,,,,,,,,,,,,,
35,bleach,mozilla/bleach,,html-processing,https://github.com/mozilla/bleach,https://github.com/mozilla/bleach,Apache-2.0,2010-02-19 01:12:41.000000,2021-06-24 20:08:03.000000,2021-06-24 20:08:03.000000,218.0,48.0,272.0,2161.0,737.0,Bleach is an allowed-list-based HTML sanitizing library that escapes or strips markup and attributes.,71.0,34,True,,2021-02-01 17:15:27.000000,3.3.0,47.0,,13475214.0,conda-forge/bleach,bleach,150503.0,127109.0,https://pypi.org/project/bleach,2021-02-01 17:15:27.000000,23394.0,13393783.0,https://anaconda.org/conda-forge/bleach,2021-02-01 21:07:15.002000,4397314.0,2.0,1.0,,,,,,,,,,,,,,,,,,
36,coverage,nedbat/coveragepy,,testing,https://github.com/nedbat/coveragepy,https://github.com/nedbat/coveragepy,Apache-2.0,2016-08-09 00:05:44.974000,2021-06-28 22:39:06.049000,2021-06-18 10:44:41.000000,219.0,249.0,804.0,1637.0,4895.0,Code coverage measurement for Python.,109.0,34,True,,2021-02-28 20:21:28.000000,coverage-5.5,85.0,,19299064.0,conda-forge/coverage,coverage,256007.0,155665.0,https://pypi.org/project/coverage,2021-02-28 20:12:09.000000,100342.0,19227093.0,https://anaconda.org/conda-forge/coverage,2021-06-28 22:39:06.049000,4246333.0,1.0,,,,,,,,,,,,,,,,,,,
37,certifi,certifi/python-certifi,,others,https://github.com/certifi/python-certifi,https://github.com/certifi/python-certifi,MPL-2.0,2011-12-28 05:15:19.000000,2021-06-25 19:11:53.730000,2021-05-30 16:19:52.000000,146.0,12.0,78.0,462.0,165.0,(Python Distribution) A carefully curated collection of Root Certificates for validating the trustworthiness of SSL..,26.0,34,True,,2021-05-30 16:20:18.000000,2021.5.30,44.0,,119880255.0,conda-forge/certifi,certifi,665449.0,586031.0,https://pypi.org/project/certifi,2021-05-30 16:20:18.000000,79418.0,119299777.0,https://anaconda.org/conda-forge/certifi,2021-06-25 19:11:53.730000,36570137.0,1.0,,,,,,,,,,,,,,,,,,,
38,httpie,httpie/httpie,,http-clients,https://github.com/httpie/httpie,https://github.com/httpie/httpie,BSD-3-Clause,2012-02-25 12:39:13.000000,2021-07-01 08:34:51.000000,2021-07-01 08:34:51.000000,3316.0,146.0,569.0,51235.0,1370.0,"As easy as /aitch-tee-tee-pie/ Modern, user-friendly command-line HTTP client for the API era. JSON support, colors,..",125.0,33,True,,2021-02-06 10:23:44.000000,2.4.0,47.0,,219918.0,conda-forge/httpie,httpie,12033.0,8743.0,https://pypi.org/project/httpie,2021-02-06 10:16:47.000000,3290.0,218393.0,https://anaconda.org/conda-forge/httpie,2020-10-14 01:54:28.234000,61016.0,2.0,,,,,,,,,,,,,,,,,,,
39,fastapi,tiangolo/fastapi,,web-frameworks,https://github.com/tiangolo/fastapi,https://github.com/tiangolo/fastapi,MIT,2018-12-08 08:21:47.000000,2021-07-01 14:04:27.000000,2021-06-29 21:23:00.000000,2289.0,931.0,1548.0,32513.0,1594.0,"FastAPI framework, high performance, easy to learn, fast to code, ready for production.",225.0,33,True,"['fastapi', 'openapi']",2021-06-09 08:21:13.000000,0.65.2,117.0,,2373004.0,conda-forge/fastapi,fastapi,276.0,,https://pypi.org/project/fastapi,2021-06-09 08:21:13.000000,276.0,2360323.0,https://anaconda.org/conda-forge/fastapi,2021-06-09 12:38:48.169000,291682.0,2.0,,,,,,,,,,,,,,,,,,,
40,sentry,getsentry/sentry,,monitoring,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry,SSPL-1.0,2010-08-30 22:06:41.000000,2021-07-01 14:49:58.000000,2021-07-01 14:10:39.000000,3148.0,336.0,4326.0,28404.0,37028.0,"Sentry is cross-platform application monitoring, with a focus on error reporting.",597.0,33,True,,2021-06-15 19:34:55.000000,21.6.1,342.0,39636.0,300045.0,conda-forge/sentry-sdk,sentry,1149.0,513.0,https://pypi.org/project/sentry,2021-06-15 19:34:52.000000,636.0,296719.0,https://anaconda.org/conda-forge/sentry-sdk,2021-05-11 18:36:53.766000,88834.0,1.0,,,,,,,,,,,,,,,,,,,
41,selenium,SeleniumHQ/selenium,,testing,https://github.com/SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,Apache-2.0,2013-01-14 21:40:56.000000,2021-07-01 14:15:43.000000,2021-07-01 14:15:37.000000,6372.0,187.0,7194.0,21098.0,,A browser automation framework and ecosystem.,674.0,33,True,,2018-12-19 20:46:40.000000,selenium-3.141.59,152.0,,6191713.0,conda-forge/selenium,selenium,132186.0,103876.0,https://pypi.org/project/selenium,2021-06-07 20:43:52.000000,28310.0,6181732.0,https://anaconda.org/conda-forge/selenium,2021-01-14 23:35:46.509000,608868.0,1.0,,,,,,,,,,,,,,,,,,,
42,Locust,locustio/locust,,testing,https://github.com/locustio/locust,https://github.com/locustio/locust,MIT,2011-02-17 11:08:03.000000,2021-06-29 13:42:29.000000,2021-06-26 21:59:58.000000,2163.0,35.0,1129.0,16473.0,2723.0,Scalable user load testing tool written in Python.,202.0,33,True,,2021-06-27 07:54:28.000000,1.6.0,46.0,,313514.0,,locust,1502.0,1432.0,https://pypi.org/project/locust,2021-06-27 07:58:26.000000,70.0,313514.0,,,,1.0,,,,,,,,,,,,,,,,,,,
43,python-telegram-bot,python-telegram-bot/python-telegram-bot,,third-party-apis,https://github.com/python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,LGPL-3.0,2015-07-07 15:30:39.000000,2021-07-01 05:59:39.000000,2021-06-29 16:10:08.000000,3264.0,26.0,1436.0,15709.0,2248.0,We have made you a wrapper you can't refuse.,156.0,33,True,,2021-06-06 10:36:49.000000,13.6,105.0,3592.0,358574.0,conda-forge/python-telegram-bot,python-telegram-bot,36213.0,31883.0,https://pypi.org/project/python-telegram-bot,2021-06-06 10:29:38.000000,4330.0,357703.0,https://anaconda.org/conda-forge/python-telegram-bot,2021-06-11 23:51:45.975000,34519.0,2.0,,,,,,,,,,,,,,,,,,,
44,sanic,sanic-org/sanic,,web-frameworks,https://github.com/sanic-org/sanic,https://github.com/sanic-org/sanic,MIT,2016-05-26 04:38:22.000000,2021-06-28 14:10:31.798000,2021-06-27 20:01:47.000000,1362.0,41.0,988.0,15092.0,,Async Python 3.7+ web server/framework | Build fast. Run fast.,295.0,33,True,,2021-06-27 20:08:04.000000,21.6.0,51.0,,6244101.0,conda-forge/sanic,sanic,6006.0,5472.0,https://pypi.org/project/sanic,2021-06-27 20:08:04.000000,534.0,6240917.0,https://anaconda.org/conda-forge/sanic,2021-06-28 14:10:31.798000,143299.0,2.0,,,,,,,,,,,,,,,,,,,
45,scapy,secdev/scapy,,others,https://github.com/secdev/scapy,https://github.com/secdev/scapy,GPL-2.0,2015-10-01 17:06:46.000000,2021-07-01 07:59:27.000000,2021-07-01 01:06:07.000000,1467.0,68.0,1156.0,6404.0,5764.0,Scapy: the Python-based interactive packet manipulation program & library. Supports Python 2 & Python 3.,345.0,33,True,,2021-04-19 19:10:12.000000,2.4.5,21.0,,1568043.0,conda-forge/scapy,scapy,7112.0,5484.0,https://pypi.org/project/scapy,2021-04-19 18:29:34.000000,1628.0,1567596.0,https://anaconda.org/conda-forge/scapy,2021-04-19 22:31:08.354000,10733.0,1.0,,,,,,,,,,,,,,,,,,,
46,flask-restful,flask-restful/flask-restful,,web-frameworks,https://github.com/flask-restful/flask-restful,https://github.com/flask-restful/flask-restful,BSD-3-Clause,2012-10-12 00:08:51.000000,2021-05-30 20:35:27.543000,2021-05-17 19:22:51.000000,943.0,112.0,445.0,6092.0,833.0,Simple framework for creating REST APIs.,156.0,33,True,['flask'],2021-05-17 19:23:14.000000,0.3.9,31.0,,1307531.0,conda-forge/flask-restful,flask-restful,73546.0,59896.0,https://pypi.org/project/flask-restful,2021-05-17 19:23:14.000000,13650.0,1306028.0,https://anaconda.org/conda-forge/flask-restful,2021-05-30 20:35:27.543000,87195.0,2.0,,,,,,,,,,,,,,,,,,,
47,starlette,encode/starlette,,web-frameworks,https://github.com/encode/starlette,https://github.com/encode/starlette,BSD-3-Clause,2018-06-25 13:16:21.000000,2021-06-30 18:21:38.000000,2021-06-28 20:36:13.000000,490.0,176.0,419.0,5715.0,792.0,The little ASGI framework that shines.,157.0,33,True,,2021-06-23 08:35:43.000000,0.15.0,112.0,,2594316.0,conda-forge/starlette,starlette,17411.0,16835.0,https://pypi.org/project/starlette,2021-06-23 08:35:43.000000,576.0,2587076.0,https://anaconda.org/conda-forge/starlette,2021-06-23 19:21:47.696000,238924.0,2.0,1.0,,,,,,,,,,,,,,,,,,
48,gevent,gevent/gevent,,servers,https://github.com/gevent/gevent,https://github.com/gevent/gevent,MIT,2012-09-13 22:03:03.000000,2021-04-30 09:59:23.000000,2021-04-30 09:59:04.000000,905.0,53.0,1158.0,5530.0,5684.0,Coroutine-based concurrency library for Python.,98.0,33,True,,2021-01-20 22:12:53.000000,21.1.2,74.0,58181.0,7080087.0,conda-forge/gevent,gevent,92128.0,64102.0,https://pypi.org/project/gevent,2021-01-20 22:12:53.000000,28026.0,7067112.0,https://anaconda.org/conda-forge/gevent,2021-03-17 12:09:35.972000,593147.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
49,Telethon,LonamiWebs/Telethon,,third-party-apis,https://github.com/LonamiWebs/Telethon,https://github.com/LonamiWebs/Telethon,MIT,2016-08-26 10:59:24.000000,2021-06-24 12:19:01.000000,2021-06-24 12:19:01.000000,773.0,53.0,1358.0,5081.0,2699.0,"Pure Python 3 MTProto API Telegram client library, for bots too!.",134.0,33,True,,2021-06-19 17:08:27.000000,1.22.0,198.0,,3619244.0,,telethon,15078.0,14534.0,https://pypi.org/project/telethon,2021-06-19 17:08:27.000000,544.0,3619244.0,,,,2.0,,,,,,,,,,,,,,,,,,,
50,autobahn-python,crossbario/autobahn-python,,websocket,https://github.com/crossbario/autobahn-python,https://github.com/crossbario/autobahn-python,MIT,2011-07-27 15:22:13.000000,2021-06-13 02:31:07.000000,2021-06-12 21:32:37.000000,626.0,178.0,645.0,2286.0,3239.0,WebSocket and WAMP in Python for Twisted and asyncio.,122.0,33,True,,2021-02-26 01:38:26.000000,21.2.2,137.0,,569686.0,,autobahn,17398.0,13772.0,https://pypi.org/project/autobahn,2021-03-02 15:10:09.000000,3626.0,569686.0,,,,1.0,,,,,,,,,,,,,,,,,,,
